amenity_id,property_id,amenity
A016520,P04147,WIFI
A016521,P04148,POWER_BACKUP
A016522,P04148,SWIMMING_POOL
A016523,P04148,PARKING
A016524,P04148,AIR_CONDITIONING
A016525,P04149,GYM
A016526,P04149,GARDEN
A016527,P04150,LIFT
A016528,P04150,CLUBHOUSE
A016529,P04150,AIR_CONDITIONING
A016530,P04150,SECURITY
A016531,P04150,POWER_BACKUP
A016532,P04150,WIFI
A016533,P04151,SWIMMING_POOL
A016534,P04151,GYM
A016535,P04151,CLUBHOUSE
A016536,P04152,WIFI
A016537,P04152,GARDEN
A016538,P04153,LIFT
A016539,P04153,CLUBHOUSE
A016540,P04153,SWIMMING_POOL
A016541,P04153,GYM
A016542,P04153,GARDEN
A016543,P04153,AIR_CONDITIONING
A016544,P04154,WIFI
A016545,P04154,PARKING
A016546,P04155,WIFI
A016547,P04155,SWIMMING_POOL
A016548,P04155,PARKING
A016549,P04155,GYM
A016550,P04155,CLUBHOUSE
A016551,P04155,AIR_CONDITIONING
A016552,P04156,CLUBHOUSE
A016553,P04156,SWIMMING_POOL
A016554,P04156,AIR_CONDITIONING
A016555,P04157,CLUBHOUSE
A016556,P04157,POWER_BACKUP
A016557,P04157,SECURITY
A016558,P04157,PARKING
A016559,P04158,POWER_BACKUP
A016560,P04158,CLUBHOUSE
A016561,P04159,PARKING
A016562,P04159,CLUBHOUSE
A016563,P04159,AIR_CONDITIONING
A016564,P04159,LIFT
A016565,P04160,LIFT
A016566,P04160,GYM
A016567,P04161,GARDEN
A016568,P04161,GYM
A016569,P04162,AIR_CONDITIONING
A016570,P04162,CLUBHOUSE
A016571,P04162,SECURITY
A016572,P04162,SWIMMING_POOL
A016573,P04162,POWER_BACKUP
A016574,P04162,GARDEN
A016575,P04163,POWER_BACKUP
A016576,P04163,CLUBHOUSE
A016577,P04163,LIFT
A016578,P04164,AIR_CONDITIONING
A016579,P04164,SWIMMING_POOL
A016580,P04165,LIFT
A016581,P04165,SWIMMING_POOL
A016582,P04165,WIFI
A016583,P04166,PARKING
A016584,P04166,SECURITY
A016585,P04167,WIFI
A016586,P04167,POWER_BACKUP
A016587,P04167,CLUBHOUSE
A016588,P04168,SECURITY
A016589,P04168,CLUBHOUSE
A016590,P04169,AIR_CONDITIONING
A016591,P04169,PARKING
A016592,P04169,CLUBHOUSE
A016593,P04169,SECURITY
A016594,P04169,POWER_BACKUP
A016595,P04169,GYM
A016596,P04170,SWIMMING_POOL
A016597,P04170,GARDEN
A016598,P04170,PARKING
A016599,P04170,CLUBHOUSE
A016600,P04170,WIFI
A016601,P04171,AIR_CONDITIONING
A016602,P04171,SECURITY
A016603,P04171,PARKING
A016604,P04171,SWIMMING_POOL
A016605,P04171,GARDEN
A016606,P04171,LIFT
A016607,P04172,POWER_BACKUP
A016608,P04172,AIR_CONDITIONING
A016609,P04172,GYM
A016610,P04172,LIFT
A016611,P04172,CLUBHOUSE
A016612,P04172,PARKING
A016613,P04173,GARDEN
A016614,P04173,POWER_BACKUP
A016615,P04174,AIR_CONDITIONING
A016616,P04174,SECURITY
A016617,P04174,WIFI
A016618,P04175,SWIMMING_POOL
A016619,P04175,AIR_CONDITIONING
A016620,P04175,WIFI
A016621,P04175,CLUBHOUSE
A016622,P04175,PARKING
A016623,P04176,CLUBHOUSE
A016624,P04176,SWIMMING_POOL
A016625,P04176,POWER_BACKUP
A016626,P04176,PARKING
A016627,P04176,LIFT
A016628,P04176,AIR_CONDITIONING
A016629,P04177,WIFI
A016630,P04177,GYM
A016631,P04178,WIFI
A016632,P04178,AIR_CONDITIONING
A016633,P04178,PARKING
A016634,P04179,GYM
A016635,P04179,PARKING
A016636,P04179,SECURITY
A016637,P04179,WIFI
A016638,P04180,SECURITY
A016639,P04180,WIFI
A016640,P04180,GARDEN
A016641,P04180,AIR_CONDITIONING
A016642,P04181,CLUBHOUSE
A016643,P04181,POWER_BACKUP
A016644,P04181,GARDEN
A016645,P04181,SECURITY
A016646,P04182,GYM
A016647,P04182,POWER_BACKUP
A016648,P04182,WIFI
A016649,P04182,AIR_CONDITIONING
A016650,P04182,LIFT
A016651,P04183,CLUBHOUSE
A016652,P04183,LIFT
A016653,P04183,SWIMMING_POOL
A016654,P04183,POWER_BACKUP
A016655,P04183,SECURITY
A016656,P04184,CLUBHOUSE
A016657,P04184,AIR_CONDITIONING
A016658,P04184,SWIMMING_POOL
A016659,P04184,SECURITY
A016660,P04184,GYM
A016661,P04185,WIFI
A016662,P04185,LIFT
A016663,P04185,POWER_BACKUP
A016664,P04185,GYM
A016665,P04185,AIR_CONDITIONING
A016666,P04186,GYM
A016667,P04186,POWER_BACKUP
A016668,P04186,LIFT
A016669,P04186,AIR_CONDITIONING
A016670,P04186,SWIMMING_POOL
A016671,P04187,GARDEN
A016672,P04187,WIFI
A016673,P04187,AIR_CONDITIONING
A016674,P04187,PARKING
A016675,P04187,POWER_BACKUP
A016676,P04187,SWIMMING_POOL
A016677,P04188,SWIMMING_POOL
A016678,P04188,GYM
A016679,P04188,SECURITY
A016680,P04189,WIFI
A016681,P04189,PARKING
A016682,P04189,CLUBHOUSE
A016683,P04189,POWER_BACKUP
A016684,P04189,SWIMMING_POOL
A016685,P04189,AIR_CONDITIONING
A016686,P04190,AIR_CONDITIONING
A016687,P04190,SWIMMING_POOL
A016688,P04190,PARKING
A016689,P04190,GYM
A016690,P04190,SECURITY
A016691,P04190,LIFT
A016692,P04191,AIR_CONDITIONING
A016693,P04191,GYM
A016694,P04191,LIFT
A016695,P04192,GARDEN
A016696,P04192,SWIMMING_POOL
A016697,P04192,PARKING
A016698,P04192,LIFT
A016699,P04192,AIR_CONDITIONING
A016700,P04193,AIR_CONDITIONING
A016701,P04193,CLUBHOUSE
A016702,P04193,POWER_BACKUP
A016703,P04193,SWIMMING_POOL
A016704,P04194,GARDEN
A016705,P04194,CLUBHOUSE
A016706,P04194,SECURITY
A016707,P04195,SECURITY
A016708,P04195,GARDEN
A016709,P04195,SWIMMING_POOL
A016710,P04196,AIR_CONDITIONING
A016711,P04196,CLUBHOUSE
A016712,P04196,SWIMMING_POOL
A016713,P04196,LIFT
A016714,P04197,AIR_CONDITIONING
A016715,P04197,GYM
A016716,P04197,CLUBHOUSE
A016717,P04197,PARKING
A016718,P04198,GARDEN
A016719,P04198,SWIMMING_POOL
A016720,P04198,SECURITY
A016721,P04198,PARKING
A016722,P04198,LIFT
A016723,P04198,GYM
A016724,P04199,PARKING
A016725,P04199,SECURITY
A016726,P04199,CLUBHOUSE
A016727,P04199,AIR_CONDITIONING
A016728,P04199,LIFT
A016729,P04200,POWER_BACKUP
A016730,P04200,GARDEN
A016731,P04200,LIFT
A016732,P04200,SECURITY
A016733,P04201,PARKING
A016734,P04201,SECURITY
A016735,P04201,LIFT
A016736,P04201,SWIMMING_POOL
A016737,P04201,CLUBHOUSE
A016738,P04201,GYM
A016739,P04202,PARKING
A016740,P04202,WIFI
A016741,P04202,SECURITY
A016742,P04202,LIFT
A016743,P04202,GARDEN
A016744,P04203,SECURITY
A016745,P04203,GYM
A016746,P04203,CLUBHOUSE
A016747,P04203,POWER_BACKUP
A016748,P04203,GARDEN
A016749,P04203,PARKING
A016750,P04204,GYM
A016751,P04204,WIFI
A016752,P04205,GYM
A016753,P04205,LIFT
A016754,P04205,WIFI
A016755,P04205,SECURITY
A016756,P04205,POWER_BACKUP
A016757,P04206,POWER_BACKUP
A016758,P04206,WIFI
A016759,P04206,PARKING
A016760,P04206,AIR_CONDITIONING
A016761,P04206,SECURITY
A016762,P04206,LIFT
A016763,P04207,PARKING
A016764,P04207,LIFT
A016765,P04207,AIR_CONDITIONING
A016766,P04207,CLUBHOUSE
A016767,P04208,CLUBHOUSE
A016768,P04208,LIFT
A016769,P04208,GARDEN
A016770,P04208,GYM
A016771,P04209,AIR_CONDITIONING
A016772,P04209,SWIMMING_POOL
A016773,P04209,PARKING
A016774,P04209,SECURITY
A016775,P04210,GYM
A016776,P04210,SWIMMING_POOL
A016777,P04210,POWER_BACKUP
A016778,P04210,WIFI
A016779,P04210,AIR_CONDITIONING
A016780,P04210,GARDEN
A016781,P04211,CLUBHOUSE
A016782,P04211,SECURITY
A016783,P04211,SWIMMING_POOL
A016784,P04211,WIFI
A016785,P04211,LIFT
A016786,P04211,GYM
A016787,P04212,WIFI
A016788,P04212,SECURITY
A016789,P04213,CLUBHOUSE
A016790,P04213,GYM
A016791,P04214,LIFT
A016792,P04214,SECURITY
A016793,P04214,CLUBHOUSE
A016794,P04214,AIR_CONDITIONING
A016795,P04214,GYM
A016796,P04215,CLUBHOUSE
A016797,P04215,GARDEN
A016798,P04215,WIFI
A016799,P04215,SWIMMING_POOL
A016800,P04215,LIFT
A016801,P04216,GARDEN
A016802,P04216,AIR_CONDITIONING
A016803,P04216,POWER_BACKUP
A016804,P04216,PARKING
A016805,P04216,GYM
A016806,P04216,SWIMMING_POOL
A016807,P04217,CLUBHOUSE
A016808,P04217,SWIMMING_POOL
A016809,P04218,WIFI
A016810,P04218,LIFT
A016811,P04218,GYM
A016812,P04218,SWIMMING_POOL
A016813,P04218,GARDEN
A016814,P04219,GARDEN
A016815,P04219,PARKING
A016816,P04219,POWER_BACKUP
A016817,P04219,SWIMMING_POOL
A016818,P04219,AIR_CONDITIONING
A016819,P04219,LIFT
A016820,P04220,PARKING
A016821,P04220,SECURITY
A016822,P04220,GARDEN
A016823,P04220,GYM
A016824,P04221,AIR_CONDITIONING
A016825,P04221,WIFI
A016826,P04221,SWIMMING_POOL
A016827,P04221,LIFT
A016828,P04222,GYM
A016829,P04222,GARDEN
A016830,P04222,SWIMMING_POOL
A016831,P04222,PARKING
A016832,P04223,WIFI
A016833,P04223,CLUBHOUSE
A016834,P04223,GYM
A016835,P04223,SWIMMING_POOL
A016836,P04224,SECURITY
A016837,P04224,AIR_CONDITIONING
A016838,P04224,SWIMMING_POOL
A016839,P04224,POWER_BACKUP
A016840,P04224,GYM
A016841,P04224,LIFT
A016842,P04225,LIFT
A016843,P04225,AIR_CONDITIONING
A016844,P04225,POWER_BACKUP
A016845,P04225,GARDEN
A016846,P04225,CLUBHOUSE
A016847,P04225,GYM
A016848,P04226,WIFI
A016849,P04226,POWER_BACKUP
A016850,P04226,GARDEN
A016851,P04226,SWIMMING_POOL
A016852,P04226,AIR_CONDITIONING
A016853,P04227,GARDEN
A016854,P04227,LIFT
A016855,P04228,SWIMMING_POOL
A016856,P04228,PARKING
A016857,P04228,WIFI
A016858,P04228,LIFT
A016859,P04228,SECURITY
A016860,P04228,POWER_BACKUP
A016861,P04229,SECURITY
A016862,P04229,AIR_CONDITIONING
A016863,P04230,SECURITY
A016864,P04230,PARKING
A016865,P04230,CLUBHOUSE
A016866,P04230,WIFI
A016867,P04231,AIR_CONDITIONING
A016868,P04231,GYM
A016869,P04231,WIFI
A016870,P04231,GARDEN
A016871,P04232,AIR_CONDITIONING
A016872,P04232,GARDEN
A016873,P04232,PARKING
A016874,P04232,WIFI
A016875,P04232,CLUBHOUSE
A016876,P04233,CLUBHOUSE
A016877,P04233,LIFT
A016878,P04233,PARKING
A016879,P04233,POWER_BACKUP
A016880,P04234,PARKING
A016881,P04234,AIR_CONDITIONING
A016882,P04235,SWIMMING_POOL
A016883,P04235,LIFT
A016884,P04236,PARKING
A016885,P04236,POWER_BACKUP
A016886,P04236,SWIMMING_POOL
A016887,P04236,GYM
A016888,P04237,GYM
A016889,P04237,GARDEN
A016890,P04237,SWIMMING_POOL
A016891,P04237,WIFI
A016892,P04237,LIFT
A016893,P04237,POWER_BACKUP
A016894,P04238,GARDEN
A016895,P04238,CLUBHOUSE
A016896,P04238,AIR_CONDITIONING
A016897,P04238,GYM
A016898,P04239,AIR_CONDITIONING
A016899,P04239,WIFI
A016900,P04239,SECURITY
A016901,P04240,GARDEN
A016902,P04240,AIR_CONDITIONING
A016903,P04240,SECURITY
A016904,P04240,LIFT
A016905,P04240,WIFI
A016906,P04240,PARKING
A016907,P04241,SWIMMING_POOL
A016908,P04241,LIFT
A016909,P04241,GARDEN
A016910,P04242,GARDEN
A016911,P04242,GYM
A016912,P04242,SWIMMING_POOL
A016913,P04242,LIFT
A016914,P04242,AIR_CONDITIONING
A016915,P04242,WIFI
A016916,P04243,POWER_BACKUP
A016917,P04243,GARDEN
A016918,P04244,PARKING
A016919,P04244,GYM
A016920,P04244,SECURITY
A016921,P04244,WIFI
A016922,P04244,LIFT
A016923,P04244,AIR_CONDITIONING
A016924,P04245,LIFT
A016925,P04245,POWER_BACKUP
A016926,P04245,CLUBHOUSE
A016927,P04246,POWER_BACKUP
A016928,P04246,AIR_CONDITIONING
A016929,P04246,LIFT
A016930,P04246,SECURITY
A016931,P04246,CLUBHOUSE
A016932,P04247,WIFI
A016933,P04247,POWER_BACKUP
A016934,P04247,SECURITY
A016935,P04247,GARDEN
A016936,P04248,POWER_BACKUP
A016937,P04248,GYM
A016938,P04248,SWIMMING_POOL
A016939,P04248,CLUBHOUSE
A016940,P04249,CLUBHOUSE
A016941,P04249,GARDEN
A016942,P04249,SWIMMING_POOL
A016943,P04249,WIFI
A016944,P04250,CLUBHOUSE
A016945,P04250,PARKING
A016946,P04250,WIFI
A016947,P04250,AIR_CONDITIONING
A016948,P04250,LIFT
A016949,P04250,GYM
A016950,P04251,CLUBHOUSE
A016951,P04251,WIFI
A016952,P04251,GYM
A016953,P04252,GARDEN
A016954,P04252,CLUBHOUSE
A016955,P04252,PARKING
A016956,P04253,SECURITY
A016957,P04253,GARDEN
A016958,P04253,GYM
A016959,P04253,LIFT
A016960,P04254,SECURITY
A016961,P04254,AIR_CONDITIONING
A016962,P04254,GARDEN
A016963,P04254,PARKING
A016964,P04255,POWER_BACKUP
A016965,P04255,GYM
A016966,P04255,WIFI
A016967,P04256,SECURITY
A016968,P04256,AIR_CONDITIONING
A016969,P04256,GYM
A016970,P04256,LIFT
A016971,P04256,SWIMMING_POOL
A016972,P04256,GARDEN
A016973,P04257,GARDEN
A016974,P04257,SECURITY
A016975,P04257,AIR_CONDITIONING
A016976,P04257,GYM
A016977,P04258,GYM
A016978,P04258,WIFI
A016979,P04258,POWER_BACKUP
A016980,P04258,CLUBHOUSE
A016981,P04259,SWIMMING_POOL
A016982,P04259,POWER_BACKUP
A016983,P04259,SECURITY
A016984,P04259,LIFT
A016985,P04259,CLUBHOUSE
A016986,P04260,WIFI
A016987,P04260,PARKING
A016988,P04260,GARDEN
A016989,P04261,WIFI
A016990,P04261,GARDEN
A016991,P04261,POWER_BACKUP
A016992,P04261,PARKING
A016993,P04261,GYM
A016994,P04262,LIFT
A016995,P04262,PARKING
A016996,P04262,AIR_CONDITIONING
A016997,P04263,AIR_CONDITIONING
A016998,P04263,CLUBHOUSE
A016999,P04263,LIFT
A017000,P04263,PARKING
A017001,P04263,WIFI
A017002,P04264,LIFT
A017003,P04264,SWIMMING_POOL
A017004,P04264,AIR_CONDITIONING
A017005,P04264,SECURITY
A017006,P04264,PARKING
A017007,P04264,GYM
A017008,P04265,WIFI
A017009,P04265,PARKING
A017010,P04265,AIR_CONDITIONING
A017011,P04265,CLUBHOUSE
A017012,P04265,POWER_BACKUP
A017013,P04266,SECURITY
A017014,P04266,POWER_BACKUP
A017015,P04266,CLUBHOUSE
A017016,P04266,WIFI
A017017,P04266,GYM
A017018,P04267,WIFI
A017019,P04267,PARKING
A017020,P04267,SECURITY
A017021,P04267,AIR_CONDITIONING
A017022,P04267,POWER_BACKUP
A017023,P04267,CLUBHOUSE
A017024,P04268,POWER_BACKUP
A017025,P04268,GYM
A017026,P04268,SWIMMING_POOL
A017027,P04269,AIR_CONDITIONING
A017028,P04269,CLUBHOUSE
A017029,P04270,CLUBHOUSE
A017030,P04270,GARDEN
A017031,P04270,POWER_BACKUP
A017032,P04270,WIFI
A017033,P04270,AIR_CONDITIONING
A017034,P04270,SWIMMING_POOL
A017035,P04271,GARDEN
A017036,P04271,POWER_BACKUP
A017037,P04272,WIFI
A017038,P04272,GARDEN
A017039,P04272,POWER_BACKUP
A017040,P04272,GYM
A017041,P04272,LIFT
A017042,P04272,CLUBHOUSE
A017043,P04273,PARKING
A017044,P04273,SWIMMING_POOL
A017045,P04274,GARDEN
A017046,P04274,GYM
A017047,P04274,PARKING
A017048,P04274,CLUBHOUSE
A017049,P04274,SECURITY
A017050,P04275,LIFT
A017051,P04275,SECURITY
A017052,P04275,WIFI
A017053,P04275,SWIMMING_POOL
A017054,P04275,GYM
A017055,P04276,WIFI
A017056,P04276,SECURITY
A017057,P04276,POWER_BACKUP
A017058,P04276,AIR_CONDITIONING
A017059,P04276,GARDEN
A017060,P04277,SECURITY
A017061,P04277,AIR_CONDITIONING
A017062,P04277,WIFI
A017063,P04277,PARKING
A017064,P04277,CLUBHOUSE
A017065,P04277,SWIMMING_POOL
A017066,P04278,PARKING
A017067,P04278,GARDEN
A017068,P04278,SECURITY
A017069,P04278,AIR_CONDITIONING
A017070,P04279,AIR_CONDITIONING
A017071,P04279,SWIMMING_POOL
A017072,P04279,SECURITY
A017073,P04279,CLUBHOUSE
A017074,P04279,GARDEN
A017075,P04280,LIFT
A017076,P04280,WIFI
A017077,P04281,CLUBHOUSE
A017078,P04281,LIFT
A017079,P04281,SECURITY
A017080,P04281,AIR_CONDITIONING
A017081,P04282,SECURITY
A017082,P04282,LIFT
A017083,P04282,SWIMMING_POOL
A017084,P04283,AIR_CONDITIONING
A017085,P04283,GYM
A017086,P04283,POWER_BACKUP
A017087,P04283,PARKING
A017088,P04284,GARDEN
A017089,P04284,LIFT
A017090,P04285,GARDEN
A017091,P04285,LIFT
A017092,P04285,WIFI
A017093,P04285,SWIMMING_POOL
A017094,P04286,POWER_BACKUP
A017095,P04286,WIFI
A017096,P04286,GARDEN
A017097,P04287,PARKING
A017098,P04287,CLUBHOUSE
A017099,P04287,SECURITY
A017100,P04287,LIFT
A017101,P04287,SWIMMING_POOL
A017102,P04287,GARDEN
A017103,P04288,PARKING
A017104,P04288,GARDEN
A017105,P04289,SWIMMING_POOL
A017106,P04289,WIFI
A017107,P04289,SECURITY
A017108,P04289,GARDEN
A017109,P04290,LIFT
A017110,P04290,SWIMMING_POOL
A017111,P04290,PARKING
A017112,P04291,LIFT
A017113,P04291,SWIMMING_POOL
A017114,P04291,POWER_BACKUP
A017115,P04291,GARDEN
A017116,P04292,CLUBHOUSE
A017117,P04292,WIFI
A017118,P04293,POWER_BACKUP
A017119,P04293,AIR_CONDITIONING
A017120,P04293,WIFI
A017121,P04293,LIFT
A017122,P04294,LIFT
A017123,P04294,AIR_CONDITIONING
A017124,P04294,SWIMMING_POOL
A017125,P04295,LIFT
A017126,P04295,GYM
A017127,P04295,GARDEN
A017128,P04295,PARKING
A017129,P04296,GARDEN
A017130,P04296,GYM
A017131,P04296,PARKING
A017132,P04297,GYM
A017133,P04297,PARKING
A017134,P04297,WIFI
A017135,P04297,SECURITY
A017136,P04297,GARDEN
A017137,P04298,AIR_CONDITIONING
A017138,P04298,GARDEN
A017139,P04298,GYM
A017140,P04299,CLUBHOUSE
A017141,P04299,SECURITY
A017142,P04299,POWER_BACKUP
A017143,P04300,POWER_BACKUP
A017144,P04300,SECURITY
A017145,P04300,PARKING
A017146,P04301,CLUBHOUSE
A017147,P04301,SECURITY
A017148,P04301,WIFI
A017149,P04301,GARDEN
A017150,P04301,LIFT
A017151,P04301,POWER_BACKUP
A017152,P04302,GYM
A017153,P04302,AIR_CONDITIONING
A017154,P04302,SWIMMING_POOL
A017155,P04303,GYM
A017156,P04303,GARDEN
A017157,P04303,SECURITY
A017158,P04304,WIFI
A017159,P04304,GARDEN
A017160,P04304,POWER_BACKUP
A017161,P04304,AIR_CONDITIONING
A017162,P04304,SECURITY
A017163,P04305,AIR_CONDITIONING
A017164,P04305,PARKING
A017165,P04305,SWIMMING_POOL
A017166,P04305,POWER_BACKUP
A017167,P04305,SECURITY
A017168,P04306,AIR_CONDITIONING
A017169,P04306,GYM
A017170,P04306,SWIMMING_POOL
A017171,P04307,PARKING
A017172,P04307,CLUBHOUSE
A017173,P04307,SWIMMING_POOL
A017174,P04307,GARDEN
A017175,P04308,SECURITY
A017176,P04308,WIFI
A017177,P04309,POWER_BACKUP
A017178,P04309,GARDEN
A017179,P04309,WIFI
A017180,P04309,SWIMMING_POOL
A017181,P04309,SECURITY
A017182,P04310,WIFI
A017183,P04310,POWER_BACKUP
A017184,P04310,GYM
A017185,P04310,GARDEN
A017186,P04311,AIR_CONDITIONING
A017187,P04311,CLUBHOUSE
A017188,P04311,LIFT
A017189,P04311,WIFI
A017190,P04311,POWER_BACKUP
A017191,P04311,GARDEN
A017192,P04312,WIFI
A017193,P04312,GARDEN
A017194,P04313,GARDEN
A017195,P04313,PARKING
A017196,P04313,GYM
A017197,P04313,SWIMMING_POOL
A017198,P04313,LIFT
A017199,P04313,AIR_CONDITIONING
A017200,P04314,LIFT
A017201,P04314,CLUBHOUSE
A017202,P04314,SWIMMING_POOL
A017203,P04314,AIR_CONDITIONING
A017204,P04314,GARDEN
A017205,P04315,AIR_CONDITIONING
A017206,P04315,SECURITY
A017207,P04315,LIFT
A017208,P04316,LIFT
A017209,P04316,PARKING
A017210,P04316,SECURITY
A017211,P04316,GYM
A017212,P04317,AIR_CONDITIONING
A017213,P04317,GARDEN
A017214,P04317,SWIMMING_POOL
A017215,P04317,WIFI
A017216,P04317,PARKING
A017217,P04317,POWER_BACKUP
A017218,P04318,WIFI
A017219,P04318,GYM
A017220,P04318,AIR_CONDITIONING
A017221,P04318,SECURITY
A017222,P04318,LIFT
A017223,P04318,CLUBHOUSE
A017224,P04319,GYM
A017225,P04319,POWER_BACKUP
A017226,P04320,SECURITY
A017227,P04320,POWER_BACKUP
A017228,P04320,GARDEN
A017229,P04320,WIFI
A017230,P04321,GARDEN
A017231,P04321,GYM
A017232,P04321,SECURITY
A017233,P04321,AIR_CONDITIONING
A017234,P04321,CLUBHOUSE
A017235,P04322,LIFT
A017236,P04322,GARDEN
A017237,P04322,GYM
A017238,P04322,SECURITY
A017239,P04322,WIFI
A017240,P04322,PARKING
A017241,P04323,AIR_CONDITIONING
A017242,P04323,GARDEN
A017243,P04323,PARKING
A017244,P04323,GYM
A017245,P04324,GARDEN
A017246,P04324,LIFT
A017247,P04324,PARKING
A017248,P04324,CLUBHOUSE
A017249,P04325,WIFI
A017250,P04325,SWIMMING_POOL
A017251,P04325,POWER_BACKUP
A017252,P04325,LIFT
A017253,P04325,GYM
A017254,P04325,CLUBHOUSE
A017255,P04326,CLUBHOUSE
A017256,P04326,POWER_BACKUP
A017257,P04326,SECURITY
A017258,P04327,GYM
A017259,P04327,LIFT
A017260,P04327,CLUBHOUSE
A017261,P04328,AIR_CONDITIONING
A017262,P04328,GARDEN
A017263,P04328,PARKING
A017264,P04328,POWER_BACKUP
A017265,P04329,SWIMMING_POOL
A017266,P04329,WIFI
A017267,P04329,SECURITY
A017268,P04329,POWER_BACKUP
A017269,P04329,GYM
A017270,P04330,LIFT
A017271,P04330,SECURITY
A017272,P04330,POWER_BACKUP
A017273,P04330,SWIMMING_POOL
A017274,P04331,SECURITY
A017275,P04331,GYM
A017276,P04332,SECURITY
A017277,P04332,SWIMMING_POOL
A017278,P04332,LIFT
A017279,P04332,AIR_CONDITIONING
A017280,P04332,GARDEN
A017281,P04333,CLUBHOUSE
A017282,P04333,WIFI
A017283,P04333,SECURITY
A017284,P04333,SWIMMING_POOL
A017285,P04333,AIR_CONDITIONING
A017286,P04333,LIFT
A017287,P04334,CLUBHOUSE
A017288,P04334,WIFI
A017289,P04334,LIFT
A017290,P04334,SECURITY
A017291,P04335,AIR_CONDITIONING
A017292,P04335,POWER_BACKUP
A017293,P04335,GYM
A017294,P04335,CLUBHOUSE
A017295,P04335,SWIMMING_POOL
A017296,P04336,SWIMMING_POOL
A017297,P04336,GARDEN
A017298,P04336,GYM
A017299,P04336,PARKING
A017300,P04336,SECURITY
A017301,P04336,POWER_BACKUP
A017302,P04337,GYM
A017303,P04337,SECURITY
A017304,P04337,PARKING
A017305,P04337,GARDEN
A017306,P04338,GARDEN
A017307,P04338,SWIMMING_POOL
A017308,P04338,POWER_BACKUP
A017309,P04338,AIR_CONDITIONING
A017310,P04338,GYM
A017311,P04339,SECURITY
A017312,P04339,LIFT
A017313,P04339,POWER_BACKUP
A017314,P04340,LIFT
A017315,P04340,GYM
A017316,P04340,CLUBHOUSE
A017317,P04340,GARDEN
A017318,P04340,SECURITY
A017319,P04340,WIFI
A017320,P04341,GARDEN
A017321,P04341,CLUBHOUSE
A017322,P04342,SWIMMING_POOL
A017323,P04342,AIR_CONDITIONING
A017324,P04342,GARDEN
A017325,P04342,CLUBHOUSE
A017326,P04343,LIFT
A017327,P04343,GARDEN
A017328,P04343,SECURITY
A017329,P04343,SWIMMING_POOL
A017330,P04343,POWER_BACKUP
A017331,P04344,SWIMMING_POOL
A017332,P04344,PARKING
A017333,P04344,CLUBHOUSE
A017334,P04344,POWER_BACKUP
A017335,P04344,WIFI
A017336,P04345,AIR_CONDITIONING
A017337,P04345,PARKING
A017338,P04346,WIFI
A017339,P04346,GARDEN
A017340,P04346,LIFT
A017341,P04346,POWER_BACKUP
A017342,P04346,CLUBHOUSE
A017343,P04347,PARKING
A017344,P04347,SECURITY
A017345,P04347,GARDEN
A017346,P04347,AIR_CONDITIONING
A017347,P04347,CLUBHOUSE
A017348,P04347,GYM
A017349,P04348,AIR_CONDITIONING
A017350,P04348,SECURITY
A017351,P04349,PARKING
A017352,P04349,LIFT
A017353,P04349,AIR_CONDITIONING
A017354,P04349,GYM
A017355,P04349,POWER_BACKUP
A017356,P04350,GYM
A017357,P04350,GARDEN
A017358,P04350,AIR_CONDITIONING
A017359,P04351,SWIMMING_POOL
A017360,P04351,AIR_CONDITIONING
A017361,P04351,GYM
A017362,P04351,WIFI
A017363,P04351,POWER_BACKUP
A017364,P04351,GARDEN
A017365,P04352,GARDEN
A017366,P04352,WIFI
A017367,P04352,PARKING
A017368,P04352,CLUBHOUSE
A017369,P04353,AIR_CONDITIONING
A017370,P04353,GARDEN
A017371,P04353,POWER_BACKUP
A017372,P04353,SECURITY
A017373,P04353,PARKING
A017374,P04354,AIR_CONDITIONING
A017375,P04354,SWIMMING_POOL
A017376,P04354,POWER_BACKUP
A017377,P04354,LIFT
A017378,P04354,WIFI
A017379,P04354,SECURITY
A017380,P04355,SECURITY
A017381,P04355,GARDEN
A017382,P04355,SWIMMING_POOL
A017383,P04356,WIFI
A017384,P04356,LIFT
A017385,P04357,CLUBHOUSE
A017386,P04357,GARDEN
A017387,P04357,LIFT
A017388,P04358,WIFI
A017389,P04358,SECURITY
A017390,P04358,CLUBHOUSE
A017391,P04359,SECURITY
A017392,P04359,GARDEN
A017393,P04359,CLUBHOUSE
A017394,P04359,LIFT
A017395,P04359,WIFI
A017396,P04359,POWER_BACKUP
A017397,P04360,GYM
A017398,P04360,SECURITY
A017399,P04360,PARKING
A017400,P04360,AIR_CONDITIONING
A017401,P04360,CLUBHOUSE
A017402,P04361,GYM
A017403,P04361,POWER_BACKUP
A017404,P04362,PARKING
A017405,P04362,WIFI
A017406,P04362,POWER_BACKUP
A017407,P04362,GYM
A017408,P04362,GARDEN
A017409,P04362,SECURITY
A017410,P04363,CLUBHOUSE
A017411,P04363,AIR_CONDITIONING
A017412,P04363,GYM
A017413,P04364,CLUBHOUSE
A017414,P04364,GARDEN
A017415,P04364,GYM
A017416,P04364,POWER_BACKUP
A017417,P04364,SECURITY
A017418,P04364,AIR_CONDITIONING
A017419,P04365,WIFI
A017420,P04365,GARDEN
A017421,P04365,SWIMMING_POOL
A017422,P04365,SECURITY
A017423,P04365,PARKING
A017424,P04366,CLUBHOUSE
A017425,P04366,WIFI
A017426,P04366,GYM
