tenant_id,property_id,preferred_city,property_city,max_budget,monthly_rent,budget_gap,min_bedrooms,property_bedrooms,city_match,budget_match,bedroom_match,furnishing_match,parking_match,amenity_match,match_score,match_label,approx_distance_km,distance_match,property_type_match,budget_score,recommendation_score
T04115,P05886,Hyderabad,Hyderabad,83950,9700,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05668,P05888,Bangalore,Bangalore,63630,7600,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01546,P05889,Chennai,Chennai,23065,9500,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02045,P05894,Delhi,Delhi,112826,10000,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04628,P05913,Hyderabad,Hyderabad,33257,10800,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04174,P05921,Mumbai,Mumbai,58705,8500,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T05803,P05927,Delhi,Delhi,27001,18200,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T02275,P05938,Kolkata,Kolkata,78414,13900,0.0,2,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02484,P05949,Chennai,Chennai,32534,11900,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04593,P05959,Kolkata,Kolkata,117677,7000,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05193,P05964,Mumbai,Mumbai,116311,40300,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T03187,P05986,Chennai,Chennai,109293,33100,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01345,P06006,Delhi,Delhi,75346,16600,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T03322,P06025,Mumbai,Mumbai,107151,79500,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T04048,P06026,Hyderabad,Hyderabad,111962,12900,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02605,P06067,Hyderabad,Hyderabad,43108,9900,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02998,P06093,Mumbai,Mumbai,45230,19500,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T04425,P06099,Hyderabad,Hyderabad,26317,14700,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T03845,P06111,Kolkata,Kolkata,48190,7100,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T00449,P06113,Mumbai,Mumbai,74775,40900,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04256,P06122,Chennai,Chennai,72892,20300,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T02123,P06132,Hyderabad,Hyderabad,36481,23900,0.0,2,4,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01992,P06157,Hyderabad,Hyderabad,80195,8200,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T00490,P06163,Delhi,Delhi,35774,18100,0.0,1,4,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T03836,P06169,Hyderabad,Hyderabad,116430,13600,0.0,2,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04373,P06176,Chennai,Chennai,60018,18400,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T00365,P06183,Chennai,Chennai,88380,54900,0.0,1,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02840,P06191,Hyderabad,Hyderabad,90091,14100,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00531,P06213,Hyderabad,Hyderabad,104706,1300,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T05682,P06213,Hyderabad,Hyderabad,73240,1300,0.0,2,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01081,P06226,Kolkata,Kolkata,48445,13800,0.0,2,3,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T05620,P06231,Kolkata,Kolkata,25819,5300,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00653,P06246,Bangalore,Bangalore,74589,7800,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05028,P06253,Mumbai,Mumbai,90899,26200,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01632,P06255,Kolkata,Kolkata,98970,8600,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02478,P06257,Chennai,Chennai,62649,11100,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04940,P06259,Hyderabad,Hyderabad,102177,15600,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02952,P06266,Bangalore,Bangalore,58823,17800,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T03173,P06267,Kolkata,Kolkata,56071,6700,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T03110,P06269,Delhi,Delhi,111043,99200,0.0,2,3,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T05711,P06273,Delhi,Delhi,39705,11600,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T03529,P06307,Hyderabad,Hyderabad,55482,5400,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T04691,P06315,Bangalore,Bangalore,25240,16500,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00601,P06323,Chennai,Chennai,52752,7900,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T03518,P06333,Bangalore,Bangalore,16283,7500,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01751,P06341,Hyderabad,Hyderabad,105092,32300,0.0,1,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05640,P06349,Delhi,Delhi,27065,25100,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02339,P06356,Mumbai,Mumbai,42817,39000,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01077,P06364,Mumbai,Mumbai,40902,35800,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05509,P06374,Kolkata,Kolkata,41483,8700,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01943,P06383,Kolkata,Kolkata,37678,3700,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T04841,P06392,Delhi,Delhi,98647,8800,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T01648,P06410,Chennai,Chennai,107619,9600,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02141,P06420,Bangalore,Bangalore,50421,8500,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05545,P06445,Kolkata,Kolkata,42991,7600,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T03361,P06447,Mumbai,Mumbai,76465,52500,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05457,P06451,Bangalore,Bangalore,79691,37800,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01166,P06475,Mumbai,Mumbai,99831,62200,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T01589,P06476,Bangalore,Bangalore,53516,20500,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04929,P06487,Bangalore,Bangalore,90642,6100,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05996,P06490,Chennai,Chennai,65135,22400,0.0,1,3,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T00580,P06492,Chennai,Chennai,108705,12700,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00960,P06512,Chennai,Chennai,27099,7100,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01358,P06517,Chennai,Chennai,43507,9500,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00077,P06524,Chennai,Chennai,60235,5000,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T03209,P06540,Kolkata,Kolkata,70762,7600,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02964,P06559,Bangalore,Bangalore,86108,11600,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04789,P06570,Chennai,Chennai,44259,5400,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05294,P06570,Chennai,Chennai,90397,5400,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04961,P06595,Hyderabad,Hyderabad,30991,14500,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04450,P06600,Chennai,Chennai,80697,16400,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01656,P06639,Delhi,Delhi,116412,14600,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01423,P06648,Kolkata,Kolkata,33073,10700,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04283,P06655,Bangalore,Bangalore,41480,8600,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00685,P06657,Delhi,Delhi,77645,7200,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T05534,P06673,Bangalore,Bangalore,85693,11700,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01059,P06682,Bangalore,Bangalore,63000,30000,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T00876,P06683,Bangalore,Bangalore,49795,22400,0.0,1,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02795,P06683,Bangalore,Bangalore,111148,22400,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02317,P06711,Chennai,Chennai,29246,18800,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00676,P06715,Chennai,Chennai,49869,16400,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04370,P06734,Bangalore,Bangalore,70490,6500,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00142,P06756,Mumbai,Mumbai,86881,36000,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T02472,P06767,Hyderabad,Hyderabad,50033,14900,0.0,2,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05136,P06769,Chennai,Chennai,83656,37600,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02990,P06773,Kolkata,Kolkata,110377,8700,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T05440,P06785,Mumbai,Mumbai,104971,71800,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00567,P06789,Chennai,Chennai,35896,20900,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00372,P06800,Mumbai,Mumbai,79440,53700,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01543,P06851,Chennai,Chennai,52302,12400,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05079,P06867,Delhi,Delhi,113107,25100,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T05692,P06878,Hyderabad,Hyderabad,23079,11900,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01697,P06891,Kolkata,Kolkata,35593,5500,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04141,P06908,Hyderabad,Hyderabad,44950,8600,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T04237,P06929,Bangalore,Bangalore,118316,13300,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05961,P06940,Bangalore,Bangalore,84124,12500,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01757,P06942,Hyderabad,Hyderabad,96177,12500,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02464,P06942,Hyderabad,Hyderabad,40015,12500,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05602,P06953,Chennai,Chennai,93859,10300,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T02049,P06968,Delhi,Delhi,66116,10100,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00611,P06988,Chennai,Chennai,105038,9800,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04892,P07006,Kolkata,Kolkata,53208,6500,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04564,P07010,Mumbai,Mumbai,88517,46400,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T04318,P07013,Mumbai,Mumbai,114388,58900,0.0,1,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04249,P07020,Chennai,Chennai,35379,28700,0.0,1,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01074,P07023,Bangalore,Bangalore,89949,22600,0.0,1,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00386,P07024,Kolkata,Kolkata,91565,14200,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02255,P07032,Mumbai,Mumbai,76641,57700,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01889,P07034,Delhi,Delhi,104124,49300,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05627,P07050,Chennai,Chennai,22085,11100,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T03071,P07059,Delhi,Delhi,23734,18500,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T05533,P07061,Bangalore,Bangalore,13944,5500,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T03218,P07088,Delhi,Delhi,16141,10300,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05472,P07095,Hyderabad,Hyderabad,72657,23900,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T04519,P07098,Bangalore,Bangalore,108574,15600,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04052,P07100,Hyderabad,Hyderabad,43442,38400,0.0,1,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00128,P07138,Chennai,Chennai,65897,10700,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T03802,P07140,Chennai,Chennai,46630,22000,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05153,P07142,Bangalore,Bangalore,20009,14200,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04422,P07162,Chennai,Chennai,105599,5000,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T03248,P07164,Delhi,Delhi,103195,10600,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T02675,P07187,Kolkata,Kolkata,63587,8000,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T03812,P07199,Mumbai,Mumbai,105493,61100,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02564,P07229,Delhi,Delhi,85039,25400,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T00627,P07244,Chennai,Chennai,99500,38700,0.0,2,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05804,P07256,Bangalore,Bangalore,77889,24400,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02939,P07270,Hyderabad,Hyderabad,110512,38300,0.0,1,3,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T05969,P07270,Hyderabad,Hyderabad,49087,38300,0.0,1,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02169,P07272,Bangalore,Bangalore,108984,9900,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T03116,P07274,Chennai,Chennai,118238,7200,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01173,P07294,Kolkata,Kolkata,91610,18300,0.0,2,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T03693,P07315,Chennai,Chennai,110053,15000,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T03567,P07319,Chennai,Chennai,112622,17500,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T00354,P07320,Chennai,Chennai,69322,23100,0.0,1,3,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T05303,P07320,Chennai,Chennai,96856,23100,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05354,P07328,Mumbai,Mumbai,64014,31600,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00784,P07332,Kolkata,Kolkata,104431,62900,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01428,P07334,Delhi,Delhi,58875,9800,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05382,P07372,Kolkata,Kolkata,97848,5600,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T00591,P07375,Chennai,Chennai,33021,19200,0.0,2,3,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T04549,P07376,Hyderabad,Hyderabad,98539,10400,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00251,P07389,Hyderabad,Hyderabad,49620,6200,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00189,P07407,Delhi,Delhi,36805,14600,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04583,P07415,Kolkata,Kolkata,102278,8100,0.0,2,3,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T03909,P07438,Mumbai,Mumbai,86274,34900,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01587,P07454,Mumbai,Mumbai,72142,52000,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T00142,P07463,Mumbai,Mumbai,86881,33700,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T04422,P07465,Chennai,Chennai,105599,8600,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04517,P07470,Delhi,Delhi,81024,6300,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T03785,P07474,Chennai,Chennai,104774,11700,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00749,P07479,Chennai,Chennai,86162,14300,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02542,P07483,Chennai,Chennai,92271,15000,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01230,P07499,Chennai,Chennai,106442,7500,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T03610,P07502,Kolkata,Kolkata,101323,26800,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T03225,P07503,Hyderabad,Hyderabad,72981,15500,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01325,P07504,Kolkata,Kolkata,15296,4500,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T00631,P07510,Hyderabad,Hyderabad,43509,8600,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T03776,P07532,Chennai,Chennai,65357,8300,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T05651,P07535,Delhi,Delhi,68371,16900,0.0,3,4,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T03650,P07536,Mumbai,Mumbai,76453,37100,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02192,P07539,Kolkata,Kolkata,118140,9600,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02984,P07586,Chennai,Chennai,86688,8700,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05472,P07600,Hyderabad,Hyderabad,72657,12900,0.0,1,3,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T00435,P07606,Hyderabad,Hyderabad,100214,13200,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T03801,P07629,Mumbai,Mumbai,75222,24700,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T03557,P07664,Bangalore,Bangalore,37984,5800,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00730,P07680,Delhi,Delhi,115976,42900,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02612,P07694,Chennai,Chennai,108483,37400,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05586,P07707,Mumbai,Mumbai,93839,23100,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05265,P07722,Hyderabad,Hyderabad,28854,8700,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05823,P07762,Chennai,Chennai,52130,18700,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01638,P07765,Delhi,Delhi,114597,19900,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T02964,P07771,Bangalore,Bangalore,86108,10400,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04961,P07807,Hyderabad,Hyderabad,30991,23500,0.0,2,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05291,P07835,Delhi,Delhi,28380,11300,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T04799,P07841,Hyderabad,Hyderabad,41263,9900,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T03827,P07843,Chennai,Chennai,98691,6700,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01056,P07846,Chennai,Chennai,46001,6800,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T02004,P07864,Kolkata,Kolkata,24723,7300,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01720,P07865,Delhi,Delhi,35102,19300,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T03363,P07893,Delhi,Delhi,116491,12200,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T03395,P07900,Mumbai,Mumbai,111060,44500,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04753,P07913,Hyderabad,Hyderabad,54028,15100,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T00082,P07917,Chennai,Chennai,24854,11600,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T02418,P07923,Hyderabad,Hyderabad,21463,9900,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04963,P07940,Mumbai,Mumbai,91525,37900,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01757,P07952,Hyderabad,Hyderabad,96177,9400,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00028,P07962,Mumbai,Mumbai,102951,67700,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04921,P07975,Bangalore,Bangalore,74764,13400,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00427,P07983,Mumbai,Mumbai,96157,45600,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T03956,P07988,Chennai,Chennai,27740,14700,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00442,P08021,Chennai,Chennai,54551,15300,0.0,2,3,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T01421,P08030,Bangalore,Bangalore,103483,8400,0.0,1,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04426,P08034,Bangalore,Bangalore,97665,31300,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04875,P08047,Bangalore,Bangalore,82565,14300,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T01891,P08076,Chennai,Chennai,101455,29600,0.0,1,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T04865,P08089,Hyderabad,Hyderabad,68795,20500,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00257,P08091,Delhi,Delhi,50733,12700,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05888,P08095,Mumbai,Mumbai,117600,69600,0.0,2,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01975,P08107,Bangalore,Bangalore,50590,8600,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T01674,P08139,Chennai,Chennai,58297,11800,0.0,2,2,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00721,P08142,Delhi,Delhi,98814,54300,0.0,1,3,1,1,1,1,1,1,0.88,1,9.4,0,1,1.0,100.0
T05084,P08159,Hyderabad,Hyderabad,12469,7400,0.0,1,1,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T05766,P08163,Hyderabad,Hyderabad,102816,34900,0.0,2,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
T00464,P08171,Bangalore,Bangalore,86317,36500,0.0,3,3,1,1,1,1,1,1,0.88,1,9.4,1,1,1.0,100.0
