tenant_id,snapshot_month,monthly_income,historical_invoice_count,late_payment_count,missed_payment_count,avg_days_late,max_days_late,historical_outstanding,rent_to_income_ratio,payment_completion_ratio,risk_label,data_split,late_payment_count_delta,missed_payment_count_delta,recent_late_payment_count_3m,recent_missed_payment_count_3m,recent_avg_days_late_3m,recent_payment_completion_ratio_3m,recent_late_payment_count_6m,recent_missed_payment_count_6m,recent_avg_days_late_6m,recent_payment_completion_ratio_6m,late_payment_trend,missed_payment_trend,payment_completion_trend
T00193,2025-04-01,221692,21.0,11.0,6,7.090909090909091,15,81000.0,0.1172798296736012,0.7142857142857143,1,train,2.0,0.0,4.0,1.0,6.464165464165464,0.6818516880436385,7.0,3.0,5.849939874939875,0.6598742567202319,2.0,0.0,0.03007518796992481
T00196,2025-04-01,99157,2.0,2.0,0,6.0,10,0.0,0.0504250834535131,1.0,0,train,2.0,0.0,2.0,0.0,6.0,1.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0
T00201,2025-04-01,71038,31.0,17.0,7,6.470588235294118,45,35700.0,0.194262225850953,0.7741935483870968,1,train,2.0,0.0,5.0,1.0,6.758450046685341,0.7613978494623656,8.0,4.0,7.645891690009338,0.7363165040329727,2.0,0.0,0.024193548387096753
T00207,2025-04-01,179297,4.0,2.0,1,6.5,10,7500.0,0.0780827342342593,0.75,0,train,1.0,1.0,2.0,1.0,4.75,0.875,2.0,1.0,4.75,0.875,1.0,1.0,-0.25
T00208,2025-04-01,138105,2.0,1.0,0,45.0,45,0.0,0.0,1.0,1,train,1.0,0.0,1.0,1.0,22.5,0.75,1.0,1.0,22.5,0.75,1.0,-1.0,0.5
T00211,2025-04-01,98523,4.0,2.0,1,2.0,3,159100.0,3.219552794778884,0.75,0,train,1.0,0.0,2.0,1.0,1.5,0.625,2.0,1.0,1.5,0.625,1.0,0.0,0.25
T00212,2025-04-01,154360,24.0,14.0,5,6.928571428571429,30,83100.0,0.2934698108318217,0.7916666666666666,0,train,2.0,1.0,6.0,2.0,6.492857142857143,0.792989417989418,10.0,4.0,4.985714285714286,0.8208536833536834,2.0,1.0,-0.017857142857142905
T00217,2025-04-01,79604,8.0,3.0,3,14.0,30,46000.0,0.2575247475001256,0.625,0,train,0.0,0.0,1.0,1.0,14.0,0.621031746031746,1.0,2.0,15.0,0.610515873015873,0.0,0.0,0.0535714285714286
T00222,2025-04-01,157971,2.0,2.0,0,1.5,2,0.0,0.3038532388856182,1.0,0,train,2.0,0.0,2.0,0.0,1.5,1.0,2.0,0.0,1.5,1.0,0.0,0.0,0.0
T00224,2025-04-01,41320,7.0,3.0,1,15.666666666666666,45,10500.0,0.2420135527589545,0.8571428571428571,0,train,1.0,0.0,3.0,1.0,12.888888888888888,0.7301587301587302,3.0,2.0,9.666666666666666,0.6726190476190477,1.0,0.0,0.023809523809523725
T00226,2025-04-01,127245,40.0,20.0,12,8.25,45,108000.0,0.2672010688042752,0.7,1,train,2.0,2.0,6.0,3.0,6.583333333333333,0.7032407407407407,12.0,5.0,5.6305555555555555,0.6996136814071597,2.0,2.0,-0.022222222222222254
T00234,2025-04-01,68784,6.0,3.0,1,4.333333333333333,10,111500.0,3.2274947662247038,0.8333333333333334,0,train,2.0,0.0,3.0,1.0,8.11111111111111,0.8611111111111112,3.0,1.0,8.11111111111111,0.8611111111111112,2.0,0.0,0.08333333333333337
T00236,2025-04-01,76729,5.0,4.0,0,5.0,10,0.0,0.2541411982431675,1.0,1,train,2.0,0.0,4.0,0.0,5.5,1.0,4.0,0.0,5.5,1.0,2.0,0.0,0.0
T00239,2025-04-01,128697,15.0,9.0,3,5.777777777777778,15,92100.0,0.2346597045774182,0.8,1,train,0.0,1.0,1.0,1.0,5.777777777777778,0.8344322344322345,4.0,3.0,6.247023809523809,0.8406167906167906,0.0,1.0,-0.05714285714285705
T00241,2025-04-01,181433,23.0,6.0,9,9.5,45,112500.0,0.0661401178396432,0.6086956521739131,1,train,0.0,0.0,0.0,2.0,9.5,0.606217454043541,1.0,3.0,9.8,0.6070439122069556,0.0,0.0,0.017786561264822143
T00244,2025-04-01,179426,36.0,20.0,7,7.55,45,2792300.0,0.1226132221640119,0.8055555555555556,0,train,0.0,0.0,5.0,0.0,7.422222222222222,0.7956018518518518,9.0,3.0,7.335836385836386,0.784387280184694,0.0,0.0,0.005555555555555536
T00245,2025-04-01,213823,6.0,3.0,0,3.0,5,0.0,0.0907292480228974,1.0,0,train,2.0,0.0,3.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0
T00250,2025-04-01,129597,35.0,16.0,10,6.8125,30,303400.0,0.2098814015756537,0.7142857142857143,1,train,0.0,0.0,2.0,0.0,6.941666666666666,0.7025560224089636,3.0,4.0,7.080723443223444,0.6826956357255546,0.0,0.0,0.008403361344537785
T00256,2025-04-01,213212,6.0,3.0,2,3.6666666666666665,7,19000.0,0.0422115077950584,0.6666666666666666,0,train,1.0,0.0,1.0,2.0,4.555555555555555,0.6722222222222222,3.0,2.0,4.333333333333334,0.8033333333333333,1.0,0.0,0.06666666666666665
T00261,2025-04-01,155115,22.0,12.0,3,5.666666666666667,30,31500.0,0.1289365954291977,0.8636363636363636,0,train,1.0,1.0,3.0,1.0,6.085858585858586,0.8861244019138756,7.0,2.0,5.319384319384319,0.8623432467085719,1.0,1.0,-0.036363636363636376
T00264,2025-04-01,183643,12.0,7.0,1,5.714285714285714,15,59500.0,0.3212755182609737,0.9166666666666666,1,train,1.0,0.0,3.0,1.0,6.7936507936507935,0.9048821548821548,6.0,1.0,7.813492063492063,0.9524410774410774,1.0,0.0,0.007575757575757458
T00265,2025-04-01,134429,11.0,4.0,6,3.25,5,47400.0,0.1100952919384954,0.4545454545454545,1,train,0.0,1.0,2.0,3.0,3.388888888888889,0.4425204425204425,4.0,6.0,3.6333333333333337,0.4121789321789321,0.0,1.0,0.010101010101010055
T00268,2025-04-01,66841,18.0,11.0,4,11.454545454545457,30,39200.0,0.4174084768330814,0.7777777777777778,1,train,2.0,0.0,6.0,1.0,12.984848484848484,0.7259259259259259,11.0,4.0,10.675757575757578,0.7157407407407407,2.0,0.0,0.04444444444444451
T00272,2025-04-01,30088,19.0,9.0,6,8.0,15,93000.0,0.4985376229726136,0.6842105263157895,1,train,0.0,1.0,4.0,1.0,7.571428571428572,0.6979775828460039,5.0,3.0,8.035714285714286,0.6647563571905677,0.0,1.0,-0.03801169590643272
T00273,2025-04-01,240318,6.0,5.0,0,3.2,5,0.0,0.0386987241904476,1.0,0,train,3.0,0.0,5.0,0.0,3.35,1.0,5.0,0.0,3.35,1.0,3.0,0.0,0.0
T00278,2025-04-01,233077,6.0,2.0,2,4.0,5,42800.0,0.0896699374026609,0.6666666666666666,1,train,0.0,0.0,1.0,0.0,3.6666666666666665,0.5888888888888889,2.0,2.0,2.3333333333333335,0.35000000000000003,0.0,0.0,0.06666666666666665
T00283,2025-04-01,144821,15.0,11.0,0,6.818181818181818,30,0.0,0.2140573535606024,1.0,0,train,1.0,0.0,4.0,0.0,7.2653198653198645,1.0,6.0,0.0,7.861231361231361,1.0,1.0,0.0,0.0
T00288,2025-04-01,169706,42.0,26.0,6,10.115384615384617,45,91000.0,0.0989947320660436,0.8571428571428571,0,train,3.0,0.0,7.0,2.0,9.295880448054362,0.8477513227513227,13.0,4.0,8.80515269966071,0.8517095558762225,3.0,-1.0,0.03214285714285714
T00294,2025-04-01,231536,32.0,19.0,5,7.947368421052632,45,45000.0,0.1101340612259,0.84375,1,train,1.0,1.0,5.0,1.0,8.449122807017543,0.8506576038903625,8.0,3.0,9.315678619625988,0.8611581095136193,1.0,1.0,-0.018318965517241326
T00296,2025-04-01,61487,5.0,3.0,1,4.0,7,103500.0,1.6751508448940426,0.8,0,train,0.0,0.0,0.0,0.0,4.0,0.7666666666666666,3.0,1.0,4.166666666666667,0.8416666666666667,0.0,0.0,0.050000000000000044
T00300,2025-04-01,71962,24.0,12.0,2,4.333333333333333,10,34600.0,0.2334565465106584,0.9166666666666666,0,train,0.0,0.0,3.0,0.0,4.313131313131312,0.9129336846728151,4.0,0.0,4.267676767676767,0.9016738140139675,0.0,0.0,0.0036231884057970065
T00305,2025-04-01,90574,2.0,1.0,0,10.0,10,0.0,0.3312208801642856,1.0,1,train,1.0,0.0,1.0,0.0,10.0,1.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0
T00307,2025-04-01,180258,35.0,15.0,9,3.6666666666666665,15,200700.0,0.6335363756393614,0.7428571428571429,1,train,1.0,1.0,4.0,3.0,3.7182539682539684,0.7418444558229504,9.0,6.0,4.286255411255412,0.7550973120865594,1.0,1.0,0.0009216589861751334
T00310,2025-04-01,241019,4.0,2.0,0,8.5,10,0.0,0.0,1.0,0,train,0.0,0.0,2.0,0.0,8.0,1.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0
T00315,2025-04-01,116319,12.0,8.0,2,8.25,45,151000.0,0.6447785830345859,0.8333333333333334,1,train,1.0,0.0,4.0,0.0,8.559523809523808,0.8232323232323232,6.0,2.0,5.33531746031746,0.7751082251082252,1.0,0.0,0.015151515151515138
T00329,2025-04-01,94813,6.0,1.0,3,2.0,2,116400.0,0.4039530444137407,0.5,0,train,0.0,0.0,1.0,0.0,1.3333333333333333,0.3833333333333333,1.0,1.0,0.6666666666666666,0.2888888888888889,0.0,0.0,0.09999999999999998
T00330,2025-04-01,116385,6.0,2.0,3,17.5,30,45600.0,0.1263049362031189,0.5,1,train,0.0,1.0,2.0,2.0,11.666666666666666,0.45,2.0,4.0,5.833333333333333,0.3361111111111111,0.0,1.0,-0.09999999999999998
T00332,2025-04-01,83637,12.0,7.0,2,4.571428571428571,7,7000.0,0.0717385845977258,0.8333333333333334,0,train,2.0,0.0,6.0,0.0,4.746031746031746,0.7944444444444446,7.0,2.0,5.8730158730158735,0.6749999999999999,2.0,0.0,0.033333333333333326
T00334,2025-04-01,136491,13.0,4.0,4,10.25,30,28400.0,0.1450645097478954,0.6923076923076923,0,train,2.0,0.0,2.0,2.0,4.75,0.6688644688644688,4.0,4.0,4.0625,0.6266483516483516,2.0,0.0,0.09230769230769231
T00339,2025-04-01,147176,9.0,3.0,3,6.333333333333333,15,40500.0,0.2649888568788389,0.6666666666666666,1,train,1.0,0.0,3.0,3.0,8.11111111111111,0.611111111111111,3.0,3.0,8.11111111111111,0.611111111111111,1.0,0.0,0.16666666666666663
T00346,2025-04-01,44567,3.0,2.0,1,3.5,5,16500.0,0.7180200596854175,0.6666666666666666,0,train,2.0,1.0,2.0,1.0,3.5,0.6666666666666666,2.0,1.0,3.5,0.6666666666666666,0.0,0.0,0.0
T00350,2025-04-01,27300,17.0,7.0,6,5.285714285714286,10,64800.0,0.3772893772893773,0.6470588235294118,0,train,0.0,1.0,3.0,2.0,4.857142857142857,0.6591386554621849,7.0,2.0,3.470238095238095,0.6240137721755369,0.0,1.0,-0.0404411764705882
T00355,2025-04-01,185019,11.0,7.0,0,8.428571428571429,30,0.0,0.0810727546900588,1.0,0,train,1.0,0.0,1.0,0.0,8.253968253968253,1.0,3.0,0.0,8.315873015873017,1.0,1.0,0.0,0.0
T00359,2025-04-01,45967,15.0,8.0,1,11.0,30,13500.0,0.5656231644440577,0.9333333333333332,1,train,0.0,1.0,2.0,1.0,11.285714285714286,0.9777777777777777,4.0,1.0,12.353968253968254,0.9888888888888889,0.0,1.0,-0.06666666666666676
T00367,2025-04-01,198666,15.0,6.0,4,4.833333333333333,15,207800.0,0.4057060594163068,0.7333333333333333,0,train,2.0,0.0,3.0,2.0,5.861111111111111,0.6974358974358973,5.0,3.0,8.097222222222223,0.745940170940171,2.0,0.0,0.04102564102564099
T00369,2025-04-01,207346,10.0,8.0,2,6.125,30,25000.0,0.0,0.8,0,train,0.0,0.0,3.0,0.0,6.3690476190476195,0.7925925925925926,3.0,2.0,4.484523809523809,0.7583994708994709,0.0,0.0,0.0
T00371,2025-04-01,89770,7.0,2.0,0,6.0,7,0.0,0.1860309680294085,1.0,0,train,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0
T00372,2025-04-01,63451,22.0,10.0,6,7.9,45,57000.0,0.4255252084285512,0.7272727272727273,1,train,2.0,0.0,5.0,2.0,6.791666666666667,0.6788277511961723,8.0,4.0,5.134722222222222,0.6738461100303206,2.0,0.0,0.0430622009569378
T00373,2025-04-01,230527,5.0,4.0,1,5.25,10,15500.0,0.0650683000255935,0.8,1,train,1.0,0.0,3.0,0.0,5.694444444444444,0.7388888888888889,4.0,1.0,6.770833333333333,0.6791666666666667,1.0,0.0,0.050000000000000044
T00376,2025-04-01,50251,7.0,4.0,0,9.75,30,0.0,6.379972537859943,1.0,0,train,0.0,0.0,0.0,0.0,9.75,1.0,4.0,1.0,6.833333333333333,0.9444444444444443,0.0,0.0,0.0
T00381,2025-04-01,139576,9.0,5.0,1,20.2,45,25800.0,0.1812632544276953,0.8888888888888888,1,train,1.0,0.0,2.0,0.0,21.094444444444445,0.8736772486772487,2.0,1.0,20.713888888888885,0.9090608465608465,1.0,0.0,0.01388888888888884
T00385,2025-04-01,58062,5.0,2.0,2,12.5,15,52400.0,1.3278908752712617,0.6,0,train,1.0,1.0,2.0,2.0,11.25,0.55,2.0,2.0,11.25,0.55,1.0,1.0,0.09999999999999998
T00386,2025-04-01,137901,12.0,5.0,4,8.6,30,226800.0,0.8150774831219498,0.6666666666666666,1,train,0.0,2.0,2.0,3.0,9.233333333333334,0.7388888888888889,5.0,4.0,11.672222222222222,0.7166666666666667,0.0,2.0,-0.13333333333333341
T00387,2025-04-01,61920,9.0,4.0,4,2.75,5,36400.0,0.1388888888888889,0.5555555555555556,0,train,1.0,0.0,1.0,2.0,2.694444444444444,0.5423280423280423,2.0,2.0,2.7361111111111107,0.5656084656084656,1.0,0.0,0.05555555555555558
T00391,2025-04-01,166188,6.0,4.0,0,23.0,45,0.0,0.0,1.0,0,train,0.0,0.0,1.0,0.0,23.0,1.0,4.0,0.0,28.11111111111111,0.9444444444444443,0.0,0.0,0.0
T00392,2025-04-01,196707,13.0,8.0,3,12.625,45,99500.0,0.2745199713279141,0.7692307692307693,0,train,1.0,1.0,1.0,1.0,13.351190476190474,0.7958041958041959,5.0,3.0,14.12797619047619,0.754449716949717,1.0,1.0,-0.04895104895104896
T00393,2025-04-01,47022,6.0,1.0,4,5.0,5,42000.0,0.2126664114669729,0.3333333333333333,1,train,0.0,1.0,0.0,2.0,5.0,0.3277777777777778,1.0,4.0,4.0,0.2633333333333333,0.0,1.0,-0.06666666666666671
T00394,2025-04-01,179642,13.0,7.0,5,2.2857142857142856,5,114700.0,0.5054497277919417,0.6153846153846154,0,train,3.0,1.0,5.0,3.0,2.1507936507936507,0.5384615384615384,7.0,5.0,2.2904761904761903,0.5230769230769231,3.0,1.0,0.11538461538461542
T00395,2025-04-01,152619,10.0,5.0,2,3.0,10,34200.0,0.1087675846388719,0.8,0,train,1.0,0.0,2.0,1.0,3.1666666666666665,0.8175925925925925,4.0,1.0,2.0833333333333335,0.8238756613756614,1.0,0.0,0.022222222222222254
T00399,2025-04-01,197399,16.0,7.0,5,8.571428571428571,30,35000.0,0.0658564633052852,0.6875,1,train,1.0,1.0,2.0,3.0,8.579365079365079,0.7172619047619048,6.0,3.0,8.78968253968254,0.7360119047619048,1.0,1.0,-0.0267857142857143
T00401,2025-04-01,114518,7.0,4.0,1,3.0,5,6600.0,0.3676277965036064,0.8571428571428571,0,train,3.0,0.0,4.0,1.0,3.0,0.8035714285714286,4.0,1.0,3.0,0.8035714285714286,3.0,0.0,0.1071428571428571
T00408,2025-04-01,186522,12.0,5.0,4,3.0,5,39200.0,0.0,0.6666666666666666,0,train,0.0,0.0,1.0,1.0,3.0,0.6777777777777777,4.0,3.0,3.1666666666666665,0.7261904761904762,0.0,0.0,0.0
T00409,2025-04-01,71824,3.0,2.0,0,11.0,15,0.0,0.1044219202494987,1.0,0,train,1.0,0.0,2.0,0.0,13.0,1.0,2.0,0.0,13.0,1.0,1.0,0.0,0.0
T00417,2025-04-01,27632,12.0,8.0,1,4.125,10,45800.0,1.6394035900405328,0.9166666666666666,0,train,1.0,0.0,3.0,0.0,4.208333333333333,0.9085858585858585,5.0,1.0,4.126388888888889,0.911964886964887,1.0,0.0,0.007575757575757458
T00424,2025-04-01,25303,10.0,5.0,2,3.4,10,35000.0,0.2766470379006442,0.8,1,train,0.0,0.0,0.0,0.0,3.4,0.7851851851851852,0.0,1.0,3.4,0.8109126984126984,0.0,0.0,0.022222222222222254
T00427,2025-04-01,242949,14.0,8.0,5,10.0,30,52500.0,0.04116090208233,0.6428571428571429,1,train,1.0,0.0,2.0,0.0,11.373015873015873,0.6138583638583639,5.0,3.0,9.242063492063492,0.5725015725015726,1.0,0.0,0.027472527472527486
T00430,2025-04-01,153637,12.0,5.0,1,4.0,7,7000.0,0.0423075170694559,0.9166666666666666,0,train,0.0,0.0,1.0,0.0,4.0,0.9085858585858585,2.0,0.0,3.694444444444444,0.8964225589225591,0.0,0.0,0.007575757575757458
T00435,2025-04-01,124438,10.0,6.0,3,16.333333333333332,45,79500.0,0.2089393915042029,0.7,1,train,1.0,0.0,3.0,1.0,14.511111111111111,0.7055555555555554,4.0,3.0,10.922222222222222,0.6924603174603176,1.0,0.0,0.033333333333333326
T00443,2025-04-01,84260,4.0,1.0,0,3.0,3,0.0,0.1151198670780916,1.0,1,train,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
T00444,2025-04-01,74978,6.0,4.0,2,6.5,10,84000.0,0.5534956920696738,0.6666666666666666,1,train,1.0,0.0,2.0,1.0,6.833333333333333,0.6722222222222222,4.0,2.0,8.1,0.6366666666666666,1.0,0.0,0.06666666666666665
T00450,2025-04-01,45324,8.0,6.0,1,6.5,30,13500.0,0.2868237578324949,0.875,1,train,1.0,0.0,3.0,0.0,5.366666666666667,0.8551587301587301,5.0,1.0,3.5444444444444443,0.7970238095238096,1.0,0.0,0.017857142857142905
T00453,2025-04-01,152247,7.0,4.0,1,15.0,45,58300.0,0.7592924655329826,0.8571428571428571,1,train,1.0,0.0,2.0,1.0,8.833333333333334,0.8857142857142857,4.0,1.0,8.25,0.9142857142857143,1.0,0.0,0.05714285714285705
T00455,2025-04-01,127959,26.0,14.0,5,3.142857142857143,10,249500.0,0.3860611602153815,0.8076923076923077,0,train,1.0,0.0,1.0,0.0,3.201465201465201,0.7997863247863247,5.0,1.0,3.2705072705072706,0.7985819132558264,1.0,0.0,0.007692307692307665
T00456,2025-04-01,115989,13.0,6.0,2,6.833333333333333,15,1701000.0,14.710877755649244,0.8461538461538461,0,train,1.0,1.0,3.0,2.0,5.594444444444444,0.9153846153846154,6.0,2.0,6.09,0.9492307692307692,1.0,1.0,-0.05384615384615388
T00459,2025-04-01,128908,10.0,9.0,0,3.333333333333333,10,0.0,0.1318769975486393,1.0,0,train,1.0,0.0,2.0,0.0,3.361111111111111,1.0,5.0,0.0,3.092460317460317,1.0,1.0,0.0,0.0
T00461,2025-04-01,61536,11.0,5.0,1,12.0,45,12700.0,0.1982579303172127,0.9090909090909092,0,train,1.0,0.0,1.0,1.0,6.5,0.8613636363636363,3.0,2.0,4.986111111111111,0.9029040404040405,1.0,-1.0,0.10909090909090913
T00463,2025-04-01,248595,5.0,5.0,0,14.0,45,0.0,0.0486735453247249,1.0,0,train,1.0,0.0,2.0,0.0,16.805555555555557,1.0,5.0,1.0,17.21666666666667,0.9,1.0,0.0,0.0
T00468,2025-04-01,121648,7.0,2.0,2,5.5,10,39000.0,0.1561883467052479,0.7142857142857143,0,train,0.0,0.0,1.0,0.0,4.0,0.6603174603174603,1.0,1.0,2.5,0.6079365079365079,0.0,0.0,0.04761904761904767
T00470,2025-04-01,249924,4.0,2.0,2,8.0,15,19000.0,0.0360109473279877,0.5,0,train,0.0,1.0,0.0,2.0,8.0,0.7222222222222222,2.0,2.0,8.0,0.7916666666666666,0.0,1.0,-0.16666666666666663
T00473,2025-04-01,146422,21.0,12.0,3,14.5,45,117900.0,0.2649875018781331,0.8571428571428571,1,train,1.0,0.0,1.0,2.0,13.56060606060606,0.8301587301587302,4.0,2.0,13.828787878787878,0.84265873015873,1.0,-1.0,0.05714285714285705
T00477,2025-04-01,103063,9.0,4.0,0,4.5,10,0.0,0.2231644722160232,1.0,0,train,0.0,0.0,1.0,0.0,3.8888888888888893,1.0,3.0,0.0,3.5555555555555554,1.0,0.0,0.0,0.0
T00483,2025-04-01,145402,20.0,11.0,2,9.090909090909092,45,41000.0,0.4126490694763483,0.9,0,train,1.0,0.0,3.0,2.0,6.78956228956229,0.9274509803921568,9.0,2.0,6.2253367003367,0.9637254901960784,1.0,0.0,0.01764705882352946
T00485,2025-04-01,27169,15.0,8.0,6,10.625,30,75000.0,0.4416798557179138,0.6,0,train,2.0,0.0,3.0,2.0,9.319444444444443,0.561111111111111,7.0,3.0,10.3875,0.5186507936507936,2.0,-1.0,0.09999999999999998
T00486,2025-04-01,31858,19.0,12.0,2,10.0,45,270000.0,8.44371900307615,0.8947368421052632,0,train,0.0,0.0,1.0,1.0,9.393939393939393,0.8812521499828002,7.0,2.0,8.31986531986532,0.8756170099823352,0.0,0.0,0.012383900928792602
T00487,2025-04-01,135431,7.0,4.0,0,3.0,7,0.0,0.0516868368394237,1.0,0,train,1.0,0.0,2.0,0.0,2.888888888888889,1.0,3.0,0.0,2.611111111111111,1.0,1.0,0.0,0.0
T00488,2025-04-01,150820,26.0,15.0,4,4.666666666666667,15,104400.0,0.2957167484418512,0.8461538461538461,0,train,2.0,0.0,6.0,0.0,5.0613830613830615,0.8325563325563327,9.0,0.0,5.21223914973915,0.7950793358688095,2.0,0.0,0.012820512820512775
T00502,2025-04-01,89246,6.0,2.0,1,3.5,5,11400.0,0.1221343253479147,0.8333333333333334,1,train,0.0,0.0,1.0,0.0,4.0,0.7944444444444444,2.0,1.0,4.5,0.8555555555555556,0.0,0.0,0.033333333333333326
T00509,2025-04-01,204519,10.0,4.0,4,5.25,10,43200.0,0.0503620690498193,0.6,0,train,1.0,0.0,2.0,0.0,5.861111111111111,0.5518518518518518,3.0,2.0,5.930555555555556,0.5378306878306879,1.0,0.0,0.0444444444444444
T00513,2025-04-01,119256,21.0,13.0,1,8.23076923076923,45,8000.0,0.0,0.9523809523809524,1,train,0.0,0.0,1.0,0.0,8.23076923076923,0.9515873015873016,3.0,1.0,7.347707847707848,0.9386992808819433,0.0,0.0,0.0
T00514,2025-04-01,128151,10.0,6.0,3,11.833333333333334,30,22800.0,0.0554033913118118,0.7,1,train,1.0,0.0,1.0,1.0,13.277777777777777,0.7055555555555556,2.0,2.0,14.097222222222221,0.7595238095238095,1.0,0.0,0.033333333333333326
T00515,2025-04-01,33898,30.0,15.0,5,9.266666666666667,45,112500.0,3.466281196530769,0.8333333333333334,0,train,2.0,0.0,5.0,1.0,9.184459984459984,0.8271604938271605,10.0,1.0,9.25969030969031,0.8031305114638448,2.0,0.0,0.0185185185185186
T00520,2025-04-01,31258,5.0,2.0,3,5.0,7,241500.0,2.559344807729221,0.4,1,train,0.0,1.0,1.0,1.0,4.333333333333333,0.41111111111111115,2.0,3.0,3.8,0.4133333333333333,0.0,1.0,-0.09999999999999998
T00526,2025-04-01,119326,9.0,6.0,3,12.5,30,56500.0,0.4567319779427786,0.6666666666666666,1,train,3.0,0.0,4.0,1.0,12.833333333333334,0.5888888888888889,6.0,3.0,14.5,0.43333333333333335,3.0,0.0,0.16666666666666663
T00535,2025-04-01,122333,22.0,10.0,4,5.0,15,82000.0,0.3269763677830185,0.8181818181818182,0,train,0.0,1.0,2.0,1.0,5.0,0.8367623604465709,5.0,2.0,4.2375,0.8299950565430442,0.0,1.0,-0.031818181818181746
T00544,2025-04-01,164268,7.0,3.0,1,10.333333333333334,15,10500.0,0.0608761292521976,0.8571428571428571,0,train,1.0,0.0,2.0,1.0,11.111111111111112,0.8134920634920636,3.0,1.0,12.083333333333334,0.8601190476190477,1.0,0.0,0.023809523809523725
T00548,2025-04-01,176285,18.0,9.0,6,3.0,5,247500.0,0.2070510820546274,0.6666666666666666,0,train,1.0,0.0,6.0,1.0,3.097222222222222,0.6430367018602313,9.0,4.0,3.215277777777778,0.5715183509301157,1.0,0.0,0.019607843137254832
T00554,2025-04-01,89508,9.0,3.0,2,5.333333333333333,10,21000.0,0.0,0.7777777777777778,0,train,0.0,0.0,0.0,1.0,5.333333333333333,0.8101851851851851,1.0,1.0,5.694444444444444,0.8296957671957671,0.0,0.0,0.0
T00562,2025-04-01,122192,9.0,5.0,3,14.0,45,46500.0,0.2455152546811575,0.6666666666666666,1,train,0.0,1.0,1.0,3.0,14.75,0.6825396825396824,5.0,3.0,18.583333333333332,0.8412698412698413,0.0,1.0,-0.04761904761904767
T00563,2025-04-01,77978,31.0,18.0,9,6.333333333333333,45,217700.0,0.0,0.7096774193548387,0,train,0.0,0.0,4.0,1.0,5.951388888888889,0.6915090841675937,9.0,4.0,6.03684163059163,0.6800912198987356,0.0,0.0,0.0
T00565,2025-04-01,30413,4.0,2.0,1,6.0,10,17000.0,0.5425311544405353,0.75,1,train,1.0,0.0,2.0,1.0,5.333333333333333,0.6388888888888888,2.0,1.0,5.333333333333333,0.6388888888888888,1.0,0.0,0.08333333333333337
T00568,2025-04-01,149769,23.0,10.0,8,6.4,30,305000.0,0.0567540679312808,0.6521739130434783,0,train,0.0,1.0,2.0,2.0,5.641666666666667,0.66133069828722,7.0,4.0,5.121428571428572,0.6618478727603442,0.0,1.0,-0.029644268774703497
T00569,2025-04-01,81887,5.0,4.0,0,5.75,10,0.0,0.3663585184461514,1.0,1,train,1.0,0.0,4.0,0.0,5.916666666666667,1.0,4.0,0.0,5.916666666666667,1.0,1.0,0.0,0.0
T00580,2025-04-01,114997,15.0,5.0,6,11.2,45,234600.0,0.9330678191605,0.6,0,train,1.0,2.0,2.0,4.0,8.65,0.6555555555555556,4.0,5.0,5.075,0.6829365079365078,1.0,2.0,-0.06666666666666665
T00581,2025-04-01,85376,23.0,14.0,2,6.071428571428571,30,83200.0,0.9627998500749624,0.9130434782608696,0,train,2.0,0.0,3.0,2.0,5.011183261183262,0.9392684610075914,9.0,2.0,4.892797017797018,0.9696342305037957,2.0,0.0,0.008281573498964856
T00584,2025-04-01,189257,11.0,3.0,4,1.0,1,138800.0,0.0,0.6363636363636364,0,train,0.0,0.0,1.0,0.0,1.0,0.6242424242424243,2.0,1.0,1.0,0.601473063973064,0.0,0.0,0.0
T00585,2025-04-01,209674,8.0,5.0,0,5.0,10,0.0,0.0763089367303528,1.0,0,train,0.0,0.0,2.0,0.0,4.833333333333333,1.0,3.0,0.0,4.972222222222222,1.0,0.0,0.0,0.0
T00586,2025-04-01,190177,16.0,6.0,5,4.333333333333333,7,32000.0,0.0694090242248011,0.6875,0,train,1.0,1.0,2.0,2.0,4.461111111111111,0.689484126984127,4.0,4.0,4.425,0.7338955026455026,1.0,1.0,-0.0267857142857143
T00589,2025-04-01,170488,9.0,6.0,0,2.5,5,0.0,0.3812585049974192,1.0,1,train,1.0,0.0,2.0,0.0,2.766666666666667,1.0,3.0,0.0,2.994444444444445,1.0,1.0,0.0,0.0
T00592,2025-04-01,98952,28.0,13.0,7,18.153846153846157,45,72300.0,0.1990864257417738,0.75,0,train,1.0,0.0,4.0,1.0,17.106837606837612,0.7435897435897436,9.0,3.0,15.478683353683353,0.7426943426943428,1.0,0.0,0.019230769230769273
T00594,2025-04-01,151910,5.0,1.0,4,15.0,15,102000.0,0.1645711276413666,0.2,0,train,0.0,1.0,0.0,3.0,15.0,0.2611111111111111,1.0,4.0,15.0,0.3208333333333333,0.0,1.0,-0.04999999999999999
