tenant_id,property_id,preferred_city,property_city,max_budget,monthly_rent,budget_gap,min_bedrooms,property_bedrooms,city_match,budget_match,bedroom_match,furnishing_match,parking_match,amenity_match,match_score,match_label,approx_distance_km,distance_match
T03395,P09718,Mumbai,Hyderabad,111060,29700,0,2,6,0,1,1,0,0,1,0.48,0,625.1,0
T03395,P02842,Mumbai,Chennai,111060,22000,0,2,2,0,1,1,0,1,1,0.58,0,1033.6,0
T03396,P05497,Hyderabad,Delhi,45254,4300,0,1,1,0,1,1,0,1,1,0.58,0,1262.0,0
T03396,P01036,Hyderabad,Kolkata,45254,11000,0,1,2,0,1,1,0,1,0,0.5,0,1185.9,0
T03396,P00601,Hyderabad,Hyderabad,45254,16000,0,1,2,1,1,1,0,1,1,0.88,1,4.3,1
T03397,P01979,Delhi,Chennai,79703,7000,0,1,1,0,1,1,0,0,0,0.4,0,1757.1,0
T03397,P04488,Delhi,Hyderabad,79703,8000,0,1,2,0,1,1,0,0,0,0.4,0,1262.1,0
T03397,P01841,Delhi,Delhi,79703,22000,0,1,2,1,1,1,0,1,1,0.88,1,7.2,1
T03398,P06802,Hyderabad,Delhi,117625,354400,236775.0,3,3,0,0,1,0,0,1,0.26,0,1256.0,0
T03398,P02315,Hyderabad,Hyderabad,117625,25000,0,3,2,1,1,0,0,0,0,0.52,0,6.6,1
T03398,P06961,Hyderabad,Hyderabad,117625,42600,0,3,3,1,1,1,0,1,1,0.88,1,3.1,1
T03399,P06061,Chennai,Chennai,36048,11300,0,1,2,1,1,1,0,1,0,0.8,1,2.0,1
T03399,P01001,Chennai,Chennai,36048,9500,0,1,2,1,1,1,0,1,1,0.88,1,11.6,0
T03399,P02754,Chennai,Chennai,36048,10000,0,1,2,1,1,1,0,1,1,0.88,1,2.9,1
T03400,P01521,Chennai,Chennai,35615,19000,0,2,2,1,1,1,0,1,1,0.88,1,6.0,1
T03400,P02704,Chennai,Mumbai,35615,65000,29385.0,2,2,0,0,1,0,1,1,0.36,0,1032.7,0
T03400,P09068,Chennai,Kolkata,35615,11300,0,2,3,0,1,1,0,1,0,0.5,0,1359.2,0
T03401,P03992,Bangalore,Delhi,28199,15000,0,2,3,0,1,1,0,1,1,0.58,0,1746.3,0
T03401,P00081,Bangalore,Bangalore,28199,16000,0,2,2,1,1,1,0,1,1,0.88,1,4.4,0
T03401,P07188,Bangalore,Chennai,28199,23300,0,2,2,0,1,1,0,1,0,0.5,0,290.7,0
T03402,P09536,Hyderabad,Bangalore,118472,5100,0,3,1,0,1,0,0,1,0,0.32,0,504.1,0
T03402,P05681,Hyderabad,Hyderabad,118472,15600,0,3,3,1,1,1,0,1,1,0.88,1,3.1,1
T03402,P00667,Hyderabad,Mumbai,118472,14000,0,3,1,0,1,0,0,1,1,0.4,0,624.9,0
T03403,P02186,Kolkata,Bangalore,106347,11000,0,3,2,0,1,0,0,1,1,0.4,0,1562.5,0
T03403,P01121,Kolkata,Kolkata,106347,20000,0,3,3,1,1,1,0,1,0,0.8,1,2.1,1
T03403,P01638,Kolkata,Bangalore,106347,65000,0,3,3,0,1,1,0,1,1,0.58,0,1561.7,0
T03404,P06163,Hyderabad,Delhi,50487,18100,0,3,4,0,1,1,0,0,0,0.4,0,1260.0,0
T03404,P02585,Hyderabad,Mumbai,50487,80000,29513.0,3,2,0,0,0,0,1,0,0.1,0,626.7,0
T03404,P02361,Hyderabad,Hyderabad,50487,20000,0,3,6,1,1,1,0,1,1,0.88,1,7.3,1
T03405,P00257,Hyderabad,Mumbai,88989,20000,0,1,1,0,1,1,0,1,0,0.5,0,629.2,0
T03405,P07979,Hyderabad,Bangalore,88989,11200,0,1,2,0,1,1,0,1,0,0.5,0,501.3,0
T03405,P00201,Hyderabad,Hyderabad,88989,5500,0,1,1,1,1,1,0,1,1,0.88,1,5.8,1
T03406,P01323,Delhi,Chennai,61514,9000,0,3,2,0,1,0,0,1,1,0.4,0,1756.9,0
T03406,P00105,Delhi,Hyderabad,61514,15000,0,3,2,0,1,0,0,1,0,0.32,0,1262.8,0
T03406,P02241,Delhi,Delhi,61514,25000,0,3,3,1,1,1,0,1,1,0.88,1,4.3,0
T03407,P00119,Kolkata,Chennai,40473,18000,0,2,2,0,1,1,0,0,0,0.4,0,1360.4,0
T03407,P01121,Kolkata,Kolkata,40473,20000,0,2,3,1,1,1,0,1,1,0.88,1,2.2,1
T03407,P02940,Kolkata,Kolkata,40473,8000,0,2,1,1,1,0,0,1,1,0.7,1,8.8,1
T03408,P01161,Kolkata,Kolkata,28806,4600,0,1,2,1,1,1,0,1,1,0.88,1,9.8,1
T03408,P09728,Kolkata,Delhi,28806,13100,0,1,2,0,1,1,0,1,1,0.58,0,1304.5,0
T03408,P01461,Kolkata,Kolkata,28806,6000,0,1,1,1,1,1,0,0,0,0.7,1,6.3,1
T03409,P06820,Chennai,Hyderabad,103771,58900,0,3,6,0,1,1,0,1,1,0.58,0,516.9,0
T03409,P05601,Chennai,Chennai,103771,14000,0,3,3,1,1,1,0,1,1,0.88,1,9.9,1
T03409,P04649,Chennai,Delhi,103771,24000,0,3,3,0,1,1,0,1,1,0.58,0,1755.9,0
T03410,P01121,Kolkata,Kolkata,58251,20000,0,3,3,1,1,1,0,1,1,0.88,1,8.1,1
T03410,P07799,Kolkata,Mumbai,58251,49200,0,3,1,0,1,0,0,1,1,0.4,0,1657.8,0
T03410,P02080,Kolkata,Chennai,58251,22000,0,3,2,0,1,0,0,0,0,0.22,0,1357.9,0
T03411,P03378,Bangalore,Bangalore,89261,7000,0,1,1,1,1,1,0,1,1,0.88,1,2.6,1
T03411,P02345,Bangalore,Mumbai,89261,50000,0,1,3,0,1,1,0,1,0,0.5,0,846.3,0
T03411,P00041,Bangalore,Bangalore,89261,9500,0,1,1,1,1,1,0,1,1,0.88,1,4.1,1
T03412,P08571,Kolkata,Hyderabad,118421,13000,0,2,2,0,1,1,0,1,0,0.5,0,1183.4,0
T03412,P01161,Kolkata,Kolkata,118421,4600,0,2,2,1,1,1,0,1,1,0.88,1,6.1,1
T03412,P04440,Kolkata,Kolkata,118421,5000,0,2,1,1,1,0,0,1,1,0.7,1,4.5,1
T03413,P00241,Hyderabad,Hyderabad,79616,12000,0,1,2,1,1,1,0,1,1,0.88,1,6.9,0
T03413,P06751,Hyderabad,Mumbai,79616,56400,0,1,2,0,1,1,0,1,0,0.5,0,622.2,0
T03413,P07380,Hyderabad,Mumbai,79616,51800,0,1,2,0,1,1,0,1,0,0.5,0,624.5,0
T03414,P00561,Kolkata,Kolkata,65181,13000,0,2,2,1,1,1,0,1,1,0.88,1,10.6,1
T03414,P03920,Kolkata,Kolkata,65181,9000,0,2,2,1,1,1,0,1,1,0.88,1,11.3,1
T03414,P02860,Kolkata,Bangalore,65181,6000,0,2,1,0,1,0,0,1,1,0.4,0,1565.2,0
T03415,P00561,Kolkata,Kolkata,64580,13000,0,2,2,1,1,1,0,1,1,0.88,1,11.7,0
T03415,P09770,Kolkata,Bangalore,64580,16000,0,2,2,0,1,1,0,1,1,0.58,0,1563.5,0
T03415,P00617,Kolkata,Bangalore,64580,8500,0,2,2,0,1,1,0,1,1,0.58,0,1568.1,0
T03416,P04401,Delhi,Delhi,14121,10000,0,1,2,1,1,1,0,1,1,0.88,1,9.1,0
T03416,P02950,Delhi,Chennai,14121,8000,0,1,1,0,1,1,0,0,0,0.4,0,1757.4,0
T03416,P08191,Delhi,Mumbai,14121,76200,62079.0,1,3,0,0,1,0,1,1,0.36,0,1156.0,0
T03417,P05921,Mumbai,Mumbai,30088,8500,0,1,1,1,1,1,0,1,1,0.88,1,6.6,1
T03417,P04935,Mumbai,Chennai,30088,9300,0,1,2,0,1,1,0,1,0,0.5,0,1041.5,0
T03417,P01443,Mumbai,Delhi,30088,27000,0,1,3,0,1,1,0,0,1,0.48,0,1152.4,0
T03418,P05700,Delhi,Bangalore,62457,63200,743.0,3,4,0,0,1,0,1,1,0.36,0,1741.9,0
T03418,P09761,Delhi,Delhi,62457,35600,0,3,3,1,1,1,0,1,1,0.88,1,3.3,1
T03418,P06862,Delhi,Bangalore,62457,21400,0,3,2,0,1,0,0,1,1,0.4,0,1744.0,0
T03419,P09138,Bangalore,Bangalore,27512,15200,0,2,2,1,1,1,0,1,1,0.88,1,7.6,1
T03419,P00081,Bangalore,Bangalore,27512,16000,0,2,2,1,1,1,0,1,1,0.88,1,8.8,1
T03419,P00075,Bangalore,Kolkata,27512,6500,0,2,2,0,1,1,0,1,0,0.5,0,1569.2,0
T03420,P03861,Delhi,Mumbai,117300,45000,0,3,1,0,1,0,0,1,0,0.32,0,1148.6,0
T03420,P03145,Delhi,Hyderabad,117300,25000,0,3,3,0,1,1,0,1,1,0.58,0,1259.7,0
T03420,P02241,Delhi,Delhi,117300,25000,0,3,3,1,1,1,0,1,1,0.88,1,9.3,1
T03421,P08687,Hyderabad,Bangalore,20473,15100,0,1,2,0,1,1,0,1,0,0.5,0,501.4,0
T03421,P00961,Hyderabad,Hyderabad,20473,18000,0,1,3,1,1,1,0,1,1,0.88,1,5.3,1
T03421,P01926,Hyderabad,Bangalore,20473,8000,0,1,1,0,1,1,0,1,0,0.5,0,508.2,0
T03422,P01568,Mumbai,Hyderabad,61386,12000,0,1,2,0,1,1,0,0,0,0.4,0,624.5,0
T03422,P05930,Mumbai,Mumbai,61386,57800,0,1,2,1,1,1,0,1,0,0.8,1,5.7,1
T03422,P04601,Mumbai,Mumbai,61386,44000,0,1,2,1,1,1,0,1,1,0.88,1,11.3,1
T03423,P08843,Hyderabad,Mumbai,16939,26500,9561.0,1,1,0,0,1,0,1,0,0.28,0,630.1,0
T03423,P08316,Hyderabad,Mumbai,16939,70100,53161.0,1,3,0,0,1,0,1,0,0.28,0,630.0,0
T03423,P02521,Hyderabad,Hyderabad,16939,15000,0,1,2,1,1,1,0,1,1,0.88,1,5.5,1
T03424,P03593,Chennai,Chennai,97331,10000,0,1,2,1,1,1,0,1,0,0.8,1,9.8,1
T03424,P07606,Chennai,Hyderabad,97331,13200,0,1,2,0,1,1,0,0,0,0.4,0,521.4,0
T03424,P01001,Chennai,Chennai,97331,9500,0,1,2,1,1,1,0,1,1,0.88,1,9.0,1
T03425,P03410,Mumbai,Kolkata,34922,12000,0,1,2,0,1,1,0,0,0,0.4,0,1657.7,0
T03425,P04529,Mumbai,Delhi,34922,7500,0,1,2,0,1,1,0,1,1,0.58,0,1152.4,0
T03425,P01681,Mumbai,Mumbai,34922,8500,0,1,1,1,1,1,0,1,1,0.88,1,2.4,1
T03426,P03174,Chennai,Chennai,92058,12000,0,2,2,1,1,1,0,1,1,0.88,1,3.9,1
T03426,P00870,Chennai,Bangalore,92058,75000,0,2,3,0,1,1,0,1,0,0.5,0,295.1,0
T03426,P01001,Chennai,Chennai,92058,9500,0,2,2,1,1,1,0,1,1,0.88,1,8.9,1
T03427,P00561,Kolkata,Kolkata,110913,13000,0,2,2,1,1,1,0,1,1,0.88,1,3.2,1
T03427,P02445,Kolkata,Mumbai,110913,85000,0,2,2,0,1,1,0,1,0,0.5,0,1658.5,0
T03427,P01847,Kolkata,Chennai,110913,40000,0,2,3,0,1,1,0,1,0,0.5,0,1366.0,0
T03428,P01121,Kolkata,Kolkata,21762,20000,0,1,3,1,1,1,0,1,1,0.88,1,3.2,1
T03428,P07773,Kolkata,Chennai,21762,16800,0,1,3,0,1,1,0,1,0,0.5,0,1364.0,0
T03428,P08152,Kolkata,Mumbai,21762,85000,63238.0,1,2,0,0,1,0,1,0,0.28,0,1661.4,0
T03429,P02889,Delhi,Chennai,103807,18000,0,2,2,0,1,1,0,1,0,0.5,0,1762.0,0
T03429,P01481,Delhi,Delhi,103807,6000,0,2,2,1,1,1,0,1,1,0.88,1,6.0,1
T03429,P02618,Delhi,Hyderabad,103807,15000,0,2,2,0,1,1,0,1,0,0.5,0,1258.4,0
T03430,P01121,Kolkata,Kolkata,89863,20000,0,3,3,1,1,1,0,1,1,0.88,1,8.0,1
T03430,P00886,Kolkata,Bangalore,89863,100000,10137.0,3,3,0,0,1,0,1,1,0.36,0,1567.2,0
T03430,P00707,Kolkata,Hyderabad,89863,13000,0,3,2,0,1,0,0,1,0,0.32,0,1183.9,0
T03431,P05967,Chennai,Chennai,113458,7800,0,3,1,1,1,0,0,1,0,0.62,0,4.7,1
T03431,P04671,Chennai,Mumbai,113458,100000,0,3,3,0,1,1,0,1,0,0.5,0,1036.6,0
T03431,P02081,Chennai,Chennai,113458,20000,0,3,3,1,1,1,0,1,1,0.88,1,9.5,1
T03432,P03434,Chennai,Kolkata,53799,35000,0,3,3,0,1,1,0,1,0,0.5,0,1358.1,0
T03432,P02081,Chennai,Chennai,53799,20000,0,3,3,1,1,1,0,1,1,0.88,1,8.2,1
T03432,P07122,Chennai,Chennai,53799,10800,0,3,2,1,1,0,0,1,0,0.62,0,4.0,1
T03433,P05478,Mumbai,Mumbai,85363,76600,0,1,1,1,1,1,0,1,0,0.8,1,3.0,1
T03433,P04119,Mumbai,Mumbai,85363,32000,0,1,1,1,1,1,0,0,1,0.78,1,11.6,0
T03433,P04601,Mumbai,Mumbai,85363,44000,0,1,2,1,1,1,0,1,1,0.88,1,6.9,0
T03434,P00710,Bangalore,Chennai,72021,4500,0,3,1,0,1,0,0,1,0,0.32,0,291.8,0
T03434,P07425,Bangalore,Hyderabad,72021,9000,0,3,2,0,1,0,0,1,0,0.32,0,504.3,0
T03434,P00721,Bangalore,Bangalore,72021,35000,0,3,3,1,1,1,0,1,1,0.88,1,8.9,1
T03435,P01711,Mumbai,Mumbai,28359,57000,28641.0,2,1,1,0,0,0,1,1,0.48,0,2.3,1
T03435,P00281,Mumbai,Mumbai,28359,140000,111641.0,2,3,1,0,1,0,1,1,0.66,1,9.9,1
T03435,P00860,Mumbai,Chennai,28359,14000,0,2,3,0,1,1,0,1,0,0.5,0,1040.8,0
T03436,P08805,Kolkata,Mumbai,81967,74700,0,1,3,0,1,1,0,1,0,0.5,0,1662.6,0
T03436,P01161,Kolkata,Kolkata,81967,4600,0,1,2,1,1,1,0,1,1,0.88,1,12.0,1
T03436,P02882,Kolkata,Hyderabad,81967,7000,0,1,2,0,1,1,0,1,1,0.58,0,1187.6,0
T03437,P00477,Hyderabad,Chennai,64946,8000,0,2,1,0,1,0,0,1,0,0.32,0,515.8,0
T03437,P02590,Hyderabad,Hyderabad,64946,13000,0,2,2,1,1,1,0,0,0,0.7,1,9.6,1
T03437,P00681,Hyderabad,Hyderabad,64946,20000,0,2,3,1,1,1,0,1,1,0.88,1,9.3,1
T03438,P07948,Hyderabad,Bangalore,116629,27700,0,1,2,0,1,1,0,1,1,0.58,0,504.3,0
T03438,P00601,Hyderabad,Hyderabad,116629,16000,0,1,2,1,1,1,0,1,1,0.88,1,10.0,1
T03438,P08437,Hyderabad,Hyderabad,116629,15700,0,1,2,1,1,1,0,1,0,0.8,1,6.4,1
T03439,P01902,Hyderabad,Bangalore,109282,17000,0,3,2,0,1,0,0,1,0,0.32,0,500.4,0
T03439,P01161,Hyderabad,Kolkata,109282,4600,0,3,2,0,1,0,0,1,1,0.4,0,1185.8,0
T03439,P06961,Hyderabad,Hyderabad,109282,42600,0,3,3,1,1,1,0,1,1,0.88,1,7.4,1
T03440,P07288,Hyderabad,Delhi,17651,9800,0,3,1,0,1,0,0,1,1,0.4,0,1259.7,0
T03440,P07841,Hyderabad,Hyderabad,17651,9900,0,3,3,1,1,1,0,1,1,0.88,1,6.9,1
T03440,P03856,Hyderabad,Hyderabad,17651,25000,7349.0,3,2,1,0,0,0,1,0,0.4,0,2.7,1
T03441,P00521,Hyderabad,Hyderabad,95282,25000,0,2,2,1,1,1,0,1,1,0.88,1,9.4,1
T03441,P09711,Hyderabad,Chennai,95282,10200,0,2,2,0,1,1,0,1,0,0.5,0,518.0,0
T03441,P09499,Hyderabad,Hyderabad,95282,13200,0,2,2,1,1,1,0,1,1,0.88,1,5.0,1
T03442,P03481,Kolkata,Kolkata,99215,15000,0,3,3,1,1,1,0,1,1,0.88,1,9.5,1
T03442,P06866,Kolkata,Mumbai,99215,192600,93385.0,3,3,0,0,1,0,0,1,0.26,0,1659.2,0
T03442,P05341,Kolkata,Mumbai,99215,42200,0,3,2,0,1,0,0,0,0,0.22,0,1655.9,0
T03443,P05337,Chennai,Kolkata,100017,16300,0,2,2,0,1,1,0,1,0,0.5,0,1363.7,0
T03443,P01001,Chennai,Chennai,100017,9500,0,2,2,1,1,1,0,1,1,0.88,1,3.3,1
T03443,P03257,Chennai,Hyderabad,100017,55000,0,2,3,0,1,1,0,1,1,0.58,0,523.4,0
T03444,P03770,Delhi,Chennai,49915,23000,0,3,2,0,1,0,0,1,1,0.4,0,1762.0,0
T03444,P01805,Delhi,Bangalore,49915,12000,0,3,2,0,1,0,0,1,0,0.32,0,1740.2,0
T03444,P02241,Delhi,Delhi,49915,25000,0,3,3,1,1,1,0,1,1,0.88,1,9.0,1
T03445,P05344,Mumbai,Bangalore,44018,10300,0,1,2,0,1,1,0,0,1,0.48,0,849.6,0
T03445,P03732,Mumbai,Delhi,44018,17000,0,1,1,0,1,1,0,0,1,0.48,0,1156.1,0
T03445,P04601,Mumbai,Mumbai,44018,44000,0,1,2,1,1,1,0,1,1,0.88,1,5.7,1
T03446,P01001,Chennai,Chennai,105044,9500,0,2,2,1,1,1,0,1,1,0.88,1,3.1,1
T03446,P01607,Chennai,Kolkata,105044,4700,0,2,1,0,1,0,0,1,1,0.4,0,1358.3,0
T03446,P03885,Chennai,Kolkata,105044,7500,0,2,2,0,1,1,0,1,1,0.58,0,1362.8,0
T03447,P06760,Delhi,Hyderabad,108995,12700,0,3,2,0,1,0,0,1,1,0.4,0,1254.9,0
T03447,P03277,Delhi,Hyderabad,108995,13000,0,3,2,0,1,0,0,1,1,0.4,0,1258.4,0
T03447,P02241,Delhi,Delhi,108995,25000,0,3,3,1,1,1,0,1,1,0.88,1,4.2,1
T03448,P06153,Mumbai,Mumbai,14790,158600,143810.0,1,2,1,0,1,0,1,0,0.58,0,11.9,0
T03448,P01681,Mumbai,Mumbai,14790,8500,0,1,1,1,1,1,0,1,0,0.8,1,4.8,1
T03448,P03616,Mumbai,Bangalore,14790,22000,7210.0,1,2,0,0,1,0,0,1,0.26,0,847.5,0
T03449,P01205,Kolkata,Hyderabad,73292,10000,0,1,2,0,1,1,0,1,0,0.5,0,1186.7,0
T03449,P07717,Kolkata,Delhi,73292,27800,0,1,3,0,1,1,0,1,0,0.5,0,1311.0,0
T03449,P00401,Kolkata,Kolkata,73292,8000,0,1,1,1,1,1,0,1,1,0.88,1,11.6,1
T03450,P07937,Delhi,Chennai,35745,16300,0,2,2,0,1,1,0,1,0,0.5,0,1760.9,0
T03450,P02561,Delhi,Delhi,35745,22000,0,2,2,1,1,1,0,1,1,0.88,1,6.9,0
T03450,P09587,Delhi,Chennai,35745,10100,0,2,2,0,1,1,0,0,0,0.4,0,1762.8,0
T03451,P07142,Hyderabad,Bangalore,114906,14200,0,3,2,0,1,0,0,1,0,0.32,0,503.5,0
T03451,P00681,Hyderabad,Hyderabad,114906,20000,0,3,3,1,1,1,0,1,1,0.88,1,11.2,1
T03451,P00891,Hyderabad,Delhi,114906,11000,0,3,1,0,1,0,0,1,0,0.32,0,1262.0,0
T03452,P03542,Mumbai,Bangalore,83643,11000,0,3,1,0,1,0,0,1,1,0.4,0,847.5,0
T03452,P06561,Mumbai,Mumbai,83643,69400,0,3,3,1,1,1,0,1,1,0.88,1,10.4,0
T03452,P02375,Mumbai,Hyderabad,83643,5000,0,3,1,0,1,0,0,1,1,0.4,0,626.8,0
T03453,P02201,Hyderabad,Hyderabad,66822,50000,0,3,3,1,1,1,0,1,1,0.88,1,4.6,1
T03453,P07455,Hyderabad,Mumbai,66822,60800,0,3,3,0,1,1,0,0,0,0.4,0,626.9,0
T03453,P09985,Hyderabad,Mumbai,66822,187000,120178.0,3,3,0,0,1,0,1,0,0.28,0,630.1,0
T03454,P02918,Chennai,Bangalore,30702,35000,4298.0,3,3,0,0,1,0,1,1,0.36,0,293.8,0
T03454,P02081,Chennai,Chennai,30702,20000,0,3,3,1,1,1,0,1,1,0.88,1,7.7,1
T03454,P06347,Chennai,Delhi,30702,35800,5098.0,3,3,0,0,1,0,1,0,0.28,0,1759.5,0
T03455,P00561,Kolkata,Kolkata,13130,13000,0,2,2,1,1,1,0,1,1,0.88,1,4.3,1
T03455,P02235,Kolkata,Delhi,13130,8000,0,2,3,0,1,1,0,1,1,0.58,0,1311.5,0
T03455,P06120,Kolkata,Chennai,13130,63000,49870.0,2,3,0,0,1,0,1,1,0.36,0,1360.6,0
T03456,P07500,Hyderabad,Kolkata,36869,6700,0,3,2,0,1,0,0,0,0,0.22,0,1183.5,0
T03456,P03182,Hyderabad,Bangalore,36869,16000,0,3,2,0,1,0,0,1,1,0.4,0,509.1,0
T03456,P07841,Hyderabad,Hyderabad,36869,9900,0,3,3,1,1,1,0,1,1,0.88,1,2.7,1
T03457,P00241,Hyderabad,Hyderabad,100445,12000,0,1,2,1,1,1,0,1,1,0.88,1,4.2,1
T03457,P05876,Hyderabad,Hyderabad,100445,32500,0,1,2,1,1,1,0,1,0,0.8,1,3.1,1
T03457,P04419,Hyderabad,Hyderabad,100445,12000,0,1,2,1,1,1,0,1,1,0.88,1,5.4,1
T03458,P05504,Mumbai,Delhi,24467,16700,0,2,2,0,1,1,0,1,1,0.58,0,1150.4,0
T03458,P03314,Mumbai,Delhi,24467,10000,0,2,2,0,1,1,0,0,1,0.48,0,1147.7,0
T03458,P00641,Mumbai,Mumbai,24467,850000,825533.0,2,4,1,0,1,0,1,1,0.66,1,11.9,0
T03459,P02085,Hyderabad,Bangalore,96176,20000,0,3,2,0,1,0,0,1,0,0.32,0,504.5,0
T03459,P00681,Hyderabad,Hyderabad,96176,20000,0,3,3,1,1,1,0,1,1,0.88,1,3.1,1
T03459,P00526,Hyderabad,Mumbai,96176,25000,0,3,1,0,1,0,0,1,1,0.4,0,629.3,0
T03460,P00978,Chennai,Delhi,15044,10000,0,3,2,0,1,0,0,1,0,0.32,0,1756.2,0
T03460,P05601,Chennai,Chennai,15044,14000,0,3,3,1,1,1,0,1,0,0.8,1,4.3,1
T03460,P09318,Chennai,Mumbai,15044,28200,13156.0,3,1,0,0,0,0,0,0,0.0,0,1040.1,0
T03461,P04598,Bangalore,Bangalore,94389,36000,0,2,3,1,1,1,0,1,0,0.8,1,10.2,1
T03461,P02237,Bangalore,Chennai,94389,18000,0,2,2,0,1,1,0,1,1,0.58,0,290.7,0
T03461,P00721,Bangalore,Bangalore,94389,35000,0,2,3,1,1,1,0,1,1,0.88,1,11.5,1
T03462,P00601,Hyderabad,Hyderabad,107054,16000,0,1,2,1,1,1,0,1,1,0.88,1,4.2,1
T03462,P01821,Hyderabad,Hyderabad,107054,25000,0,1,3,1,1,1,0,1,0,0.8,1,4.4,1
T03462,P07628,Hyderabad,Hyderabad,107054,22400,0,1,3,1,1,1,0,1,1,0.88,1,9.6,1
T03463,P06853,Bangalore,Bangalore,53000,9000,0,2,2,1,1,1,0,1,0,0.8,1,2.9,1
T03463,P07514,Bangalore,Chennai,53000,55500,2500.0,2,4,0,0,1,0,1,0,0.28,0,296.5,0
T03463,P01241,Bangalore,Bangalore,53000,16500,0,2,2,1,1,1,0,1,1,0.88,1,10.2,1
T03464,P05630,Chennai,Mumbai,113366,32500,0,2,1,0,1,0,0,1,1,0.4,0,1033.2,0
T03464,P01001,Chennai,Chennai,113366,9500,0,2,2,1,1,1,0,1,1,0.88,1,8.9,1
T03464,P02805,Chennai,Mumbai,113366,32000,0,2,2,0,1,1,0,1,0,0.5,0,1040.9,0
T03465,P00561,Kolkata,Kolkata,115243,13000,0,2,2,1,1,1,0,1,1,0.88,1,4.5,1
T03465,P03603,Kolkata,Mumbai,115243,32000,0,2,1,0,1,0,0,1,1,0.4,0,1658.4,0
T03465,P04836,Kolkata,Mumbai,115243,61600,0,2,2,0,1,1,0,1,1,0.58,0,1658.3,0
T03466,P09890,Bangalore,Mumbai,52763,90900,38137.0,2,2,0,0,1,0,1,0,0.28,0,848.7,0
T03466,P01721,Bangalore,Bangalore,52763,18000,0,2,2,1,1,1,0,1,1,0.88,1,9.9,1
T03466,P02569,Bangalore,Delhi,52763,8000,0,2,3,0,1,1,0,1,0,0.5,0,1746.4,0
T03467,P09472,Kolkata,Hyderabad,94264,11100,0,2,2,0,1,1,0,1,0,0.5,0,1181.4,0
T03467,P02785,Kolkata,Mumbai,94264,55000,0,2,2,0,1,1,0,0,0,0.4,0,1655.7,0
T03467,P03361,Kolkata,Kolkata,94264,15000,0,2,2,1,1,1,0,1,1,0.88,1,7.2,1
T03468,P03764,Hyderabad,Hyderabad,24895,12000,0,2,2,1,1,1,0,1,0,0.8,1,3.6,1
T03468,P09057,Hyderabad,Delhi,24895,21100,0,2,1,0,1,0,0,1,0,0.32,0,1255.6,0
T03468,P00681,Hyderabad,Hyderabad,24895,20000,0,2,3,1,1,1,0,1,1,0.88,1,4.5,1
T03469,P06746,Mumbai,Mumbai,105186,222700,117514.0,1,3,1,0,1,0,1,0,0.58,0,5.7,1
T03469,P01417,Mumbai,Hyderabad,105186,20000,0,1,2,0,1,1,0,1,0,0.5,0,625.3,0
T03469,P02801,Mumbai,Mumbai,105186,7500,0,1,1,1,1,1,0,1,1,0.88,1,8.8,1
T03470,P03481,Kolkata,Kolkata,98454,15000,0,3,3,1,1,1,0,1,1,0.88,1,9.5,1
T03470,P08549,Kolkata,Hyderabad,98454,5700,0,3,1,0,1,0,0,1,0,0.32,0,1186.7,0
T03470,P08016,Kolkata,Bangalore,98454,27300,0,3,2,0,1,0,0,1,0,0.32,0,1562.4,0
T03471,P09693,Hyderabad,Mumbai,116422,32700,0,3,1,0,1,0,0,1,1,0.4,0,622.1,0
T03471,P00681,Hyderabad,Hyderabad,116422,20000,0,3,3,1,1,1,0,1,1,0.88,1,7.0,1
T03471,P03547,Hyderabad,Chennai,116422,20000,0,3,2,0,1,0,0,1,1,0.4,0,516.8,0
T03472,P00841,Bangalore,Bangalore,74106,55000,0,3,3,1,1,1,0,1,1,0.88,1,6.5,0
T03472,P07758,Bangalore,Bangalore,74106,20000,0,3,2,1,1,0,0,1,0,0.62,0,10.5,0
T03472,P07582,Bangalore,Bangalore,74106,124300,50194.0,3,4,1,0,1,0,0,0,0.48,0,11.1,0
T03473,P00561,Kolkata,Kolkata,40605,13000,0,2,2,1,1,1,0,1,1,0.88,1,3.4,1
T03473,P00238,Kolkata,Mumbai,40605,40000,0,2,2,0,1,1,0,1,0,0.5,0,1658.4,0
T03473,P04574,Kolkata,Chennai,40605,20000,0,2,3,0,1,1,0,1,0,0.5,0,1363.9,0
T03474,P07015,Kolkata,Delhi,58256,43500,0,2,2,0,1,1,0,1,0,0.5,0,1312.1,0
T03474,P01121,Kolkata,Kolkata,58256,20000,0,2,3,1,1,1,0,1,1,0.88,1,3.2,1
T03474,P04042,Kolkata,Hyderabad,58256,12000,0,2,2,0,1,1,0,1,1,0.58,0,1189.8,0
T03475,P03481,Kolkata,Kolkata,51866,15000,0,3,3,1,1,1,0,1,1,0.88,1,3.4,1
T03475,P04061,Kolkata,Mumbai,51866,5500,0,3,1,0,1,0,0,0,0,0.22,0,1656.0,0
T03475,P05363,Kolkata,Bangalore,51866,52300,434.0,3,3,0,0,1,0,0,0,0.18,0,1567.4,0
T03476,P09494,Delhi,Hyderabad,82759,6600,0,2,2,0,1,1,0,1,0,0.5,0,1259.4,0
T03476,P07115,Delhi,Delhi,82759,35900,0,2,4,1,1,1,0,1,1,0.88,1,10.4,1
T03476,P00121,Delhi,Delhi,82759,20000,0,2,2,1,1,1,0,1,1,0.88,1,9.4,1
